,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
P69811,317.90432291823436,10,376,329.178079402813,4.07,,-3647.8125799747377,1000,BullShit,Exp
P0ACV6,318.12902500528065,10,242,329.729468505302,4.07,,-4849.970035608338,1000,BullShit,Exp
P76008,314.84461271899846,10,304,334.82846301798,4.07,,-4156.826842231422,1000,predicted,Exp
P75959,316.37035374344003,10,303,335.12249548,4.07,337.75,-4843.04773375858,1000,predicted,Exp
P11446,315.3117163499999,10,334,328.717325,7.588735,,-3983.1297749101927,1000,predicted,Mean
P0AF18,313.99901011712,10,382,331.78672704,4.07,333.15,-2292.597516982127,1000,predicted,Exp
P45425,315.1494772166528,10,291,335.925097901629,4.07,,-5631.379451469505,1000,predicted,Exp
P76535,313.61654176396416,10,298,325.216696992677,4.07,,-4309.153854428999,1000,predicted,Exp
P26365,313.5920927402623,10,445,327.725873166411,4.07,,-4257.512644594543,1000,predicted,Exp
P36548,311.87591670183355,10,289,326.746822668466,4.07,,-3963.933683266745,1000,predicted,Exp
P63883,313.46626055212164,10,417,327.273239396121,4.07,,-3792.7768386518446,1000,predicted,Exp
P0A6L4,315.3117163499999,10,297,328.717325,7.588735,,-3632.0972564785516,1000,experimental,Mean
P40874,317.3338370831824,10,372,327.77818287,4.07,329.08333333,-3727.205190791207,1000,BullShit,Exp
P76216,316.03371634999996,10,447,328.717325,7.588735,,-4409.054051039687,1000,predicted,Mean
P76217,312.34034078156543,10,492,328.417412883329,4.07,,-3616.919482583186,1000,predicted,Exp
P09029,312.62963416924003,10,355,329.45803658,4.07,329.95,-2159.384578179714,1000,predicted,Exp
P0AG18,317.15604265542,10,169,340.54583689,4.07,341.15,-4276.759618377158,1000,predicted,Exp
P0A7B3,312.89529886029607,10,292,330.413664965094,4.07,,-3931.8507620700243,1000,predicted,Exp
P07001,311.7190081655542,10,510,328.779525775375,4.07,,-4109.143600858443,1000,predicted,Exp
P0AB67,313.8897295431,10,462,331.39363145,4.07,331.55,-3412.0818673611193,1000,predicted,Exp
P0AEN1,312.77229140898,10,233,319.58270291,4.07,320.35,-2759.122298506566,1000,predicted,Exp
P32664,315.2021656684651,10,257,325.726135498076,4.07,,-3468.1500255704004,1000,predicted,Exp
P25889,312.42371634999995,10,411,328.717325,7.588735,,-3615.3432839788875,1000,predicted,Mean
P76440,313.1820090086643,10,412,328.847874131886,4.07,,-4764.579862572987,1000,predicted,Exp
P26616,311.34169429892,10,565,314.43667014,4.07,314.95,-5835.116770713061,1000,experimental,Exp
P0AFC3,314.8520361029163,10,147,329.660921233512,4.07,,-3703.223277284262,1000,predicted,Exp
P0AFC7,317.98863767111806,10,220,330.555171478842,4.07,,-2758.6940414309784,1000,predicted,Exp
P0AFD1,316.31733911346,10,166,332.33467307,4.07,343.75,-4656.463942836899,1000,predicted,Exp
P0AFD4,313.86771635,10,325,328.717325,7.588735,,-2161.4817150922563,1000,predicted,Mean
P0AFD6,315.59422085589995,10,180,319.34503905,4.07,325.35,-4245.544295990214,1000,predicted,Exp
P0AFE0,313.8082318077936,10,184,328.503351826596,4.07,,-3562.3769136014394,1000,predicted,Exp
P0AFE4,314.0322811481127,10,100,326.712162403283,4.07,,-5252.249873189785,1000,predicted,Exp
P0AFE8,314.58971635,10,509,328.717325,7.588735,,-4544.186995828154,1000,predicted,Mean
P0AFF0,317.19833414631387,10,485,330.309475346453,4.07,,-4922.071037330168,1000,predicted,Exp
P31979,318.70434207885995,10,445,338.32389237,4.07,341.15,-4161.3457868802625,1000,predicted,Exp
P33599,311.59504358954,10,596,323.13936543,4.07,334.15,-4093.115119215237,1000,predicted,Exp
P33602,309.04210685327996,10,908,313.95613976,4.07,321.35,-3401.479364074808,1000,predicted,Exp
P33607,313.38368086770976,10,613,326.976190171618,4.07,,-4810.516048746534,1000,predicted,Exp
P39831,311.6668305361417,10,248,325.994714158783,4.07,,-4213.882207693605,1000,predicted,Exp
P76558,319.47682405302,10,759,320.32562609,4.07,322.35,-3838.5457488764896,1000,experimental,Exp
P00370,313.3158930069,10,447,331.92659355,4.07,333.45,-3698.7277916600215,1000,predicted,Exp
P23883,311.70171634999997,10,495,328.717325,7.588735,,-3869.133011053751,1000,predicted,Mean
Q46920,316.40167870702,10,282,317.05531909,4.07,319.35,-3538.669700727939,1000,predicted,Exp
P0AEY5,318.5255649900693,10,193,330.702525005078,4.07,,-3337.936499535178,1000,BullShit,Exp
P18843,310.95601659664,10,275,318.24358488,4.07,319.65,-5081.375285578167,1000,predicted,Exp
P13738,317.2406896254327,10,388,327.549611369829,4.07,,-2519.6408454751418,1000,BullShit,Exp
P0AFA7,315.0788699903824,10,513,322.24479287,4.07,325.15,-3537.669673786909,1000,BullShit,Exp
P33593,311.70171634999997,10,254,328.717325,7.588735,,-3671.1581623087254,1000,predicted,Mean
P33594,313.86771635,10,268,328.717325,7.588735,,-3035.1418808281996,1000,predicted,Mean
P0AFA9,317.716556284,10,277,328.717325,7.588735,,-2945.0764708591014,1000,BullShit,Mean
P33591,317.716556284,10,314,328.717325,7.588735,,-3462.1871304395822,1000,BullShit,Mean
P33590,313.0938530496265,10,524,328.530766365563,4.07,,-4242.982440317507,1000,predicted,Exp
P21369,318.19971635,10,213,328.717325,7.588735,,-2150.329422956418,1000,predicted,Mean
P0AFK2,317.716556284,10,239,328.717325,7.588735,,-3116.0404782576406,1000,BullShit,Mean
P18133,311.13478757688,10,400,318.88664596,4.07,319.35,-3759.08657322058,1000,predicted,Exp
P0A752,323.97571634999997,10,213,328.717325,7.588735,,-2498.2565091694323,1000,predicted,Mean
P30011,313.6864432491848,10,297,325.468141184118,4.07,,-2954.013244914484,1000,predicted,Exp
P36562,313.86771635,10,359,328.717325,7.588735,,-4065.6378645266236,1000,predicted,Mean
P0AF26,317.716556284,10,236,328.717325,7.588735,,-4087.811365846687,1000,BullShit,Mean
P10903,317.4736274036321,10,463,328.121209765489,4.07,,-3762.7917598726794,1000,BullShit,Exp
P37758,313.86771635,10,462,328.717325,7.588735,,-3117.408204220171,1000,predicted,Mean
P37596,317.716556284,10,377,328.717325,7.588735,,-5384.085945109631,1000,BullShit,Mean
P08201,311.07207060093674,10,847,323.855289931427,4.07,,-4238.604770341908,1000,predicted,Exp
P0A9I8,315.6429311577443,10,108,329.908745171742,4.07,,-3281.2879916610973,1000,predicted,Exp
P0AC26,321.2674535678728,10,268,337.430755712291,4.07,,-4487.558221642501,1000,BullShit,Exp
P22564,318.1128211898549,10,304,329.689706492577,4.07,,-4655.673481668047,1000,BullShit,Exp
P0A763,315.94232683215614,10,143,323.194341122864,4.07,,-4274.008512669942,1000,predicted,Exp
P0AFF2,319.1445516484032,10,400,332.221436121916,4.07,,-4342.348314203384,1000,BullShit,Exp
P0AFF4,319.02959923025077,10,418,331.939358142547,4.07,,-4347.322385695844,1000,BullShit,Exp
P52006,316.75571635,10,141,328.717325,7.588735,,-2667.4064965666416,1000,predicted,Mean
P0AEY3,315.2319712161682,10,263,328.430472000605,4.07,,-3513.8477292940715,1000,predicted,Exp
P0A927,317.716556284,10,294,328.717325,7.588735,,-2732.7754747501776,1000,BullShit,Mean
P0ADG4,321.19593488972333,10,267,349.883578740012,4.07,,-4798.792343373418,1000,predicted,Exp
P27243,316.90526777120647,10,419,326.726530651763,4.07,,-5478.464587697697,1000,BullShit,Exp
P37748,317.716556284,10,388,328.717325,7.588735,,-3449.6606852390655,1000,BullShit,Mean
P60720,313.86771635,10,213,328.717325,7.588735,,-3468.341344154611,1000,predicted,Mean
P0AD57,315.39141913815223,10,323,331.601147978965,4.07,,-4264.100144342934,1000,predicted,Exp
P76027,316.87652691366543,10,337,326.656004401417,4.07,,-4832.49615898617,1000,BullShit,Exp
P77737,317.36618082330693,10,334,327.857550116085,4.07,,-4063.8280150250216,1000,BullShit,Exp
P0AFH2,319.61564816737587,10,306,333.377444462544,4.07,,-3346.7250587924655,1000,BullShit,Exp
P0AFH6,319.5964939031264,10,302,333.330442439945,4.07,,-4638.282299211812,1000,BullShit,Exp
P04391,316.7145122996,10,334,338.9575982,4.07,340.8,-3239.9980200352693,1000,predicted,Exp
P06960,316.12775752596,10,334,339.44409182,4.07,340.35,-3051.344710556248,1000,predicted,Exp
P0A7E3,315.8754920171872,10,213,338.536661932328,4.07,,-3377.3709000638464,1000,predicted,Exp
P08244,313.08529654724,10,245,328.49998758,4.07,331.61666667,-1991.8602542747249,1000,predicted,Exp
P06996,312.794926322464,10,367,316.6402982,4.07,317.55,-3070.674526341081,1000,BullShit,Exp
P02931,317.716556284,10,362,328.717325,7.588735,,-5001.590167262946,1000,BullShit,Mean
P76045,317.716556284,10,301,328.717325,7.588735,,-2911.816431238787,1000,BullShit,Mean
P77747,317.716556284,10,377,328.717325,7.588735,,-2792.1035834578415,1000,BullShit,Mean
P02932,317.716556284,10,351,328.717325,7.588735,,-4800.654439651825,1000,BullShit,Mean
P0A910,317.716556284,10,346,328.717325,7.588735,,-4040.973359692197,1000,BullShit,Mean
P02930,317.716556284,10,493,328.717325,7.588735,,-4291.316742831583,1000,BullShit,Mean
P0AFI0,313.86771635,10,564,328.717325,7.588735,,-3026.229152106099,1000,predicted,Mean
P76129,313.14571635,10,799,328.717325,7.588735,,-3118.089634465876,1000,predicted,Mean
P17444,314.58971635,10,556,328.717325,7.588735,,-3238.8154232606107,1000,predicted,Mean
P36553,315.51701322717935,10,299,326.858680673307,4.07,,-2720.962315484746,1000,predicted,Exp
P32131,315.2203187075796,10,457,328.388556502085,4.07,,-2289.568928974286,1000,predicted,Exp
P38489,310.74548475797997,10,217,320.08339841,4.07,322.01666667,-5084.398976259326,1000,predicted,Exp
P37349,310.66823065072,10,472,322.40262824,4.07,329.45,-4727.588767159261,1000,predicted,Exp
P76014,309.49672935598,10,210,323.38283941,4.07,328.15,-4268.192533209022,1000,predicted,Exp
P76015,313.7524231753,10,356,328.30260135,4.07,329.35,-3382.2652109173832,1000,predicted,Exp
P42632,314.9252520550263,10,764,324.730043363404,4.07,,-1437.0730112522206,1000,predicted,Exp
P54745,313.14571635,10,658,328.717325,7.588735,,-3525.8773225506766,1000,predicted,Mean
P09323,311.97956713191996,10,648,324.52254364,4.07,325.55,-4968.771367880395,1000,predicted,Exp
P77272,313.14571635,10,474,328.717325,7.588735,,-3510.0108078163557,1000,predicted,Mean
P24241,317.716556284,10,485,328.717325,7.588735,,-3332.826262691111,1000,BullShit,Mean
P08722,317.716556284,10,625,328.717325,7.588735,,-2290.6632696849397,1000,BullShit,Mean
P20966,314.7591626877935,10,563,329.326844200696,4.07,,-3933.065211634466,1000,predicted,Exp
P37188,316.7154166298605,10,94,326.260661145123,4.07,,-3308.1976625767466,1000,BullShit,Exp
P69828,312.383695689856,10,150,315.6311928,4.07,320.15,-4472.238039063619,1000,BullShit,Exp
P69831,317.716556284,10,451,328.717325,7.588735,,-5372.404067631705,1000,BullShit,Mean
P05706,314.1772428447797,10,123,327.233607355323,4.07,,-3300.691928661559,1000,predicted,Exp
P56579,317.716556284,10,187,328.717325,7.588735,,-3674.3374361570427,1000,BullShit,Mean
P56580,312.5746057268971,10,319,326.662970240637,4.07,,-4197.394997996782,1000,predicted,Exp
P69783,324.05067641434,10,169,341.97257703,4.07,346.08333333,-4223.475606601554,1000,predicted,Exp
P69786,310.70744023061997,10,477,317.34942529,4.07,318.95,-3989.14940868933,1000,predicted,Exp
P19642,311.83723020323697,10,530,326.607662601572,4.07,,-4949.314092327867,1000,predicted,Exp
P00550,312.9631851495,10,637,330.65786025,4.07,331.35,-5322.070509235396,1000,predicted,Exp
P69797,319.4782448552,10,323,333.3163484,4.07,334.95,-4567.584025492866,1000,predicted,Exp
P69801,317.6717534563335,10,266,328.607384806472,4.07,,-4936.291163197635,1000,BullShit,Exp
P69805,324.24051841477484,10,283,344.726262305592,4.07,,-5215.814509560161,1000,BullShit,Exp
P36672,313.25875165312607,10,473,329.123926809806,4.07,,-3949.104534487814,1000,predicted,Exp
P0A6I3,314.3984764077311,10,316,325.432289236443,4.07,,-3516.6351364937586,1000,experimental,Exp
P31663,309.88139152982,10,283,319.57227169,4.07,321.61666667,-5428.842726005365,1000,predicted,Exp
P02918,316.87113101783996,10,850,334.32673028,4.07,336.75,-4766.16652378348,1000,predicted,Exp
P02919,320.7319730912009,10,844,340.423284500723,4.07,,-4507.0665966118895,1000,predicted,Exp
P76577,313.14571635,10,770,328.717325,7.588735,,-3423.1849488163557,1000,predicted,Mean
P0C0T5,317.716556284,10,274,328.717325,7.588735,,-3463.616094485856,1000,BullShit,Mean
P37095,316.5458343335668,10,427,335.753720624341,4.07,,-5608.087357889637,1000,predicted,Exp
P0A744,318.76223018989015,10,212,325.546511474425,4.07,,-3161.383388359162,1000,predicted,Exp
P0A746,313.3361916664,10,137,319.0139988,4.07,340.55,-3510.1422937888647,1000,predicted,Exp
P0AD65,315.8039871569629,10,633,325.293838694111,4.07,,-5114.785816868846,1000,predicted,Exp
P0AD68,312.7732859770272,10,588,324.78052509722,4.07,,-5018.081640372222,1000,predicted,Exp
P25718,318.92171634999994,10,676,328.717325,7.588735,,-2995.5826756270462,1000,predicted,Mean
P33363,316.12690673099996,10,765,331.6496645,4.07,333.81666667,-3736.24912644708,1000,predicted,Exp
P77348,315.11830793399196,10,537,322.34156835,4.07,323.75,-4490.984539391298,1000,BullShit,Exp
P33937,314.93287338384863,10,828,335.145947423916,4.07,,-2943.937341137236,1000,predicted,Exp
P0ABL3,316.7036959318337,10,149,326.231900107562,4.07,,-5301.4698410345645,1000,BullShit,Exp
P23843,317.7763269000832,10,543,328.86399416,4.07,330.77142857,-3771.6665514142132,1000,BullShit,Exp
P13482,320.49433553074,10,565,336.97135083,4.07,339.75,-5102.700702305643,1000,predicted,Exp
P0AE52,314.0120318715567,10,156,326.639323278981,4.07,,-3341.39498584549,1000,predicted,Exp
P80668,313.14571635,10,499,328.717325,7.588735,,-2504.4510315656494,1000,predicted,Mean
P76085,313.14571635,10,437,328.717325,7.588735,,-4776.550441481182,1000,predicted,Mean
P08312,310.46910754744,10,327,316.49211348,4.07,319.28333333,-3083.2756806095667,1000,predicted,Exp
P07395,311.38969463336,10,795,322.40070012,4.07,323.95,-4189.806638723388,1000,predicted,Exp
P24207,317.716556284,10,458,328.717325,7.588735,,-5987.608311919962,1000,BullShit,Mean
P0AEI6,317.716556284,10,153,328.717325,7.588735,,-2771.8776296052392,1000,BullShit,Mean
P77218,313.14571635,10,338,328.717325,7.588735,,-3386.4016489503424,1000,predicted,Mean
P0A9M8,308.92968271582,10,714,316.14885869,4.07,317.55,-4853.3896304593145,1000,predicted,Exp
P27247,318.78731175604,10,356,331.344816833628,4.07,,-4612.720950781512,1000,BullShit,Exp
P0AAH0,314.7749366466357,10,257,331.980707361999,4.07,,-3206.0283834044467,1000,predicted,Exp
P07654,317.716556284,10,296,328.717325,7.588735,,-3074.8545703020322,1000,BullShit,Mean
P0AGH8,317.716556284,10,319,328.717325,7.588735,,-3683.0484468100376,1000,BullShit,Mean
P0AG82,330.465958680978,10,346,360.002666570912,4.07,,-6972.173308824908,1000,BullShit,Exp
P0ABG1,313.14571635,10,285,328.717325,7.588735,,-4424.3086408849485,1000,predicted,Mean
P0A924,313.14571635,10,254,328.717325,7.588735,,-4801.879574167328,1000,predicted,Mean
P18200,317.47771635000004,10,172,328.717325,7.588735,,-5128.83561982402,1000,predicted,Mean
P0A8K1,315.5773162963859,10,322,340.06120969923,4.07,,-3017.4184618471972,1000,predicted,Exp
P00887,311.1174349982592,10,348,324.01847121676,4.07,,-5111.831976430909,1000,predicted,Exp
P00888,312.42371634999995,10,356,328.717325,7.588735,,-3409.207899026682,1000,predicted,Mean
P0AB91,302.78084006068,10,350,314.80769806,4.07,317.15,-3230.390302716268,1000,experimental,Exp
P0A6W3,316.51344082378216,10,360,330.442952603533,4.07,,-5710.062638669759,1000,predicted,Exp
P17854,313.76048240266005,10,244,320.54022447,4.07,321.55,-5630.838539241875,1000,predicted,Exp
P0AA04,313.8938759990223,10,85,319.33697487,4.07,320.15,-4594.003545389518,1000,BullShit,Exp
P22259,312.69282803631995,10,540,319.29686344,4.07,320.41666667,-4514.627292328056,1000,predicted,Exp
P00864,311.28545166893997,10,883,324.62284773,4.07,325.72142857,-2167.8282326415183,1000,predicted,Exp
P23538,310.99805266745994,10,792,320.99191607,4.07,322.81666667,-3999.100256748427,1000,predicted,Exp
P08839,311.02949785071996,10,575,321.10502824,4.07,322.31,-2988.7353608736903,1000,predicted,Exp
P36938,313.24533196707995,10,546,331.67277686,4.07,334.61666667,-4887.721111472684,1000,predicted,Exp
P0ADF6,310.33811506598,10,603,323.81228441,4.07,328.95,-3917.8162081885175,1000,predicted,Exp
P31120,312.90493068039996,10,445,330.4483118,4.07,332.7,-4839.37616835522,1000,predicted,Exp
P0A799,312.38147315964,10,387,331.16249338,4.07,332.63,-5508.632655871314,1000,predicted,Exp
P32662,312.21980655654,10,252,322.78959193,4.07,325.35,-4372.347990731558,1000,predicted,Exp
P63224,321.1761420645412,10,192,352.409503829285,4.07,,-5242.5617360963715,1000,predicted,Exp
P0A921,318.6983095102084,10,289,327.913703274131,4.07,,-3824.2690448952017,1000,predicted,Exp
P24175,313.86771635,10,456,328.717325,7.588735,,-2745.4160510495385,1000,predicted,Mean
P30136,314.58971635,10,631,328.717325,7.588735,,-4557.380864223659,1000,predicted,Mean
P0A6I6,305.26385550003994,10,159,331.53077518,4.07,332.75,-3675.6659027725286,1000,experimental,Exp
P0A6K6,314.63867962204,10,407,331.49057418,4.07,332.15,-4458.149263054718,1000,predicted,Exp
P15640,312.6247746816,10,429,319.0520672,4.07,320.55,-4064.839761808113,1000,predicted,Exp
P0A7D7,311.11990744677996,10,237,316.23599801,4.07,318.75,-2302.814446701431,1000,predicted,Exp
P08178,315.7888835115439,10,345,330.433753638647,4.07,,-4964.328051814821,1000,predicted,Exp
P15254,309.8606264755,10,1295,319.49757725,4.07,320.90714286,-4315.759669385139,1000,predicted,Exp
P08179,309.7999387563999,10,212,316.6821538,4.07,318.35,-5232.355484583759,1000,predicted,Exp
P23721,314.35534180182,10,362,333.06849569,4.07,335.42692308,-3754.7008608644037,1000,predicted,Exp
P0AGB0,309.18512410835996,10,322,317.06771262,4.07,320.75,-4989.6251031874435,1000,predicted,Exp
P07102,321.81067868314,10,432,328.72078663,4.07,330.15,-3610.5210792571443,1000,predicted,Exp
P13001,314.22220112799494,10,256,327.395327798543,4.07,,-4371.178461709627,1000,predicted,Exp
P09158,323.36879829037997,10,288,323.93704421,4.07,324.95,-5161.522931024459,1000,experimental,Exp
P0A7B1,317.19556253831996,10,688,338.09087244,4.07,339.55,-4108.531157691487,1000,predicted,Exp
P76773,317.716556284,10,230,328.717325,7.588735,,-3241.213586796997,1000,BullShit,Mean
P06983,317.4325613819522,10,313,346.73475317249,4.07,,-4044.899942389428,1000,predicted,Exp
P03959,313.86771635,10,557,328.717325,7.588735,,-6195.887871173286,1000,predicted,Mean
P03960,312.42371634999995,10,682,328.717325,7.588735,,-4903.7186827253945,1000,predicted,Mean
P03961,317.716556284,10,190,328.717325,7.588735,,-3815.4246264298763,1000,BullShit,Mean
P36937,317.716556284,10,29,328.717325,7.588735,,-3476.4394122514177,1000,BullShit,Mean
P46883,316.03371634999996,10,757,328.717325,7.588735,,-5723.1582263803075,1000,predicted,Mean
Q47142,317.716556284,10,379,328.717325,7.588735,,-3615.505077068453,1000,BullShit,Mean
P76474,317.716556284,10,128,328.717325,7.588735,,-3991.2194666419737,1000,BullShit,Mean
Q47377,317.716556284,10,111,328.717325,7.588735,,-2906.052416961914,1000,BullShit,Mean
P76472,317.716556284,10,296,328.717325,7.588735,,-3128.2371578818593,1000,BullShit,Mean
P77499,313.347206595664,10,248,317.9955207,4.07,319.25,-3132.360908652539,1000,BullShit,Exp
P77268,317.716556284,10,328,328.717325,7.588735,,-3211.044523559728,1000,BullShit,Mean
P77308,317.716556284,10,340,328.717325,7.588735,,-3048.6965506816164,1000,BullShit,Mean
P77463,317.716556284,10,298,328.717325,7.588735,,-3672.5679389713036,1000,BullShit,Mean
P77622,317.716556284,10,308,328.717325,7.588735,,-3489.559691407312,1000,BullShit,Mean
P76128,317.716556284,10,516,328.717325,7.588735,,-4180.492992242315,1000,BullShit,Mean
P27835,317.716556284,10,450,328.717325,7.588735,,-3339.7455342103704,1000,BullShit,Mean
P39300,314.58971635,10,354,328.717325,7.588735,,-2622.6006983836005,1000,predicted,Mean
P39398,317.716556284,10,453,328.717325,7.588735,,-4039.5458579059214,1000,BullShit,Mean
P69856,317.716556284,10,238,328.717325,7.588735,,-3604.6838309769582,1000,BullShit,Mean
P0AAM1,317.716556284,10,235,328.717325,7.588735,,-5378.6151175730665,1000,BullShit,Mean
P37180,317.716556284,10,392,328.717325,7.588735,,-4501.931272198953,1000,BullShit,Mean
Q47689,317.716556284,10,467,328.717325,7.588735,,-4406.897440839724,1000,BullShit,Mean
P31125,317.716556284,10,299,328.717325,7.588735,,-1837.4614640322484,1000,BullShit,Mean
P24177,317.716556284,10,1037,328.717325,7.588735,,-4138.970384664801,1000,BullShit,Mean
P0AAJ1,317.716556284,10,205,328.717325,7.588735,,-5050.493983099376,1000,BullShit,Mean
P32674,311.70171634999997,10,765,328.717325,7.588735,,-4750.021233069094,1000,predicted,Mean
P77783,317.6549349937183,10,807,328.566114531111,4.07,,-3247.804013674607,1000,BullShit,Exp
P45539,317.716556284,10,445,328.717325,7.588735,,-4303.901814153064,1000,BullShit,Mean
P0AA80,317.716556284,10,444,328.717325,7.588735,,-4560.719506146006,1000,BullShit,Mean
Q46916,317.716556284,10,450,328.717325,7.588735,,-4920.742748506032,1000,BullShit,Mean
P60782,314.58971635,10,205,328.717325,7.588735,,-5380.753946797093,1000,predicted,Mean
P75894,316.03371634999996,10,196,328.717325,7.588735,,-3554.4910197717245,1000,predicted,Mean
P19317,317.716556284,10,231,328.717325,7.588735,,-3522.3754479547283,1000,BullShit,Mean
P0A7A2,316.6142569361769,10,215,326.012428681235,4.07,,-3679.45771935655,1000,BullShit,Exp
P0A6A0,316.8590844888201,10,546,326.613203005546,4.07,,-3990.455841337523,1000,BullShit,Exp
P52647,316.4711793954473,10,1174,325.66133538341,4.07,,-4395.381475384935,1000,BullShit,Exp
P0ADU2,318.24243530879676,10,104,330.00776234,4.07,344.15,-3970.9035911191613,1000,BullShit,Exp
P16659,311.52057549662,10,572,320.27437229,4.07,323.12777778,-3525.483011119699,1000,predicted,Exp
P0C0L7,323.2269381165589,10,500,342.239070761089,4.07,,-4066.5309848871143,1000,BullShit,Exp
P11868,311.70171634999997,10,402,328.717325,7.588735,,-3701.7340133304715,1000,predicted,Mean
P52043,317.716556284,10,492,328.717325,7.588735,,-2837.818086321611,1000,BullShit,Mean
P09127,319.416556790971,10,393,332.888900645296,4.07,,-3541.7425485098165,1000,BullShit,Exp
P23256,316.72446254908,10,390,333.79914586,4.07,335.95,-3992.2623571577633,1000,predicted,Exp
P0AAK7,317.716556284,10,223,328.717325,7.588735,,-4949.242126116284,1000,BullShit,Mean
P32709,317.716556284,10,318,328.717325,7.588735,,-4671.846723483834,1000,BullShit,Mean
P39362,317.716556284,10,210,328.717325,7.588735,,-4921.792413127752,1000,BullShit,Mean
P77667,318.7594575069438,10,122,331.276466202748,4.07,,-4828.4379152321835,1000,BullShit,Exp
P02929,319.2999855416461,10,239,332.602850269057,4.07,,-4052.7883415533934,1000,BullShit,Exp
P07024,316.99204605031997,10,550,334.76167644,4.07,336.88333333,-5610.312423784219,1000,predicted,Exp
P0AEA5,316.03371634999996,10,296,328.717325,7.588735,,-4011.4945056966158,1000,predicted,Mean
P21345,316.96680648718734,10,437,326.877538494276,4.07,,-6143.674816127474,1000,BullShit,Exp
P0ACB4,314.58971635,10,181,328.717325,7.588735,,-4299.682071047458,1000,predicted,Mean
P0ABP8,317.93672278203996,10,239,338.15979418,4.07,340.35,-2967.5453041287033,1000,predicted,Exp
P45563,313.86771635,10,277,328.717325,7.588735,,-3663.3221415918388,1000,predicted,Mean
P76080,317.716556284,10,165,328.717325,7.588735,,-4467.382351593002,1000,BullShit,Mean
P30859,319.633648300288,10,243,333.4216144,4.07,335.80714286,-3096.2069734273423,1000,BullShit,Exp
P0A761,312.89048921271007,10,229,325.20211947018,4.07,,-4657.204161473462,1000,predicted,Exp
P37746,317.716556284,10,415,328.717325,7.588735,,-3989.479166570278,1000,BullShit,Mean
P75851,317.716556284,10,263,328.717325,7.588735,,-3916.7180634694614,1000,BullShit,Mean
P75853,317.716556284,10,319,328.717325,7.588735,,-4736.841823298153,1000,BullShit,Mean
P75712,317.716556284,10,484,328.717325,7.588735,,-3839.4593248828,1000,BullShit,Mean
P0AAE5,317.716556284,10,460,328.717325,7.588735,,-3667.9796056007385,1000,BullShit,Mean
P75895,317.716556284,10,266,328.717325,7.588735,,-4602.173077675914,1000,BullShit,Mean
P77374,313.06129323699514,10,808,317.29392726,4.07,321.15,-4859.487749322257,1000,BullShit,Exp
P37751,315.8105313675824,10,372,324.040192794421,4.07,,-4547.3428539153465,1000,BullShit,Exp
P37750,319.75426995827837,10,196,333.717603941594,4.07,,-4547.158408485919,1000,BullShit,Exp
P75892,317.716556284,10,442,328.717325,7.588735,,-1868.0394778061427,1000,BullShit,Mean
P76460,317.716556284,10,440,328.717325,7.588735,,-2174.896828290637,1000,BullShit,Mean
P75806,313.86771635,10,198,328.717325,7.588735,,-3609.076382618861,1000,predicted,Mean
Q46799,312.42371634999995,10,752,328.717325,7.588735,,-3045.507813049202,1000,predicted,Mean
Q46800,313.14571635,10,292,328.717325,7.588735,,-4366.676398616393,1000,predicted,Mean
Q46801,317.716556284,10,159,328.717325,7.588735,,-4123.6837633530395,1000,BullShit,Mean
P42588,325.51693365,10,459,328.717325,7.588735,,-5934.376921665547,1000,experimental,Mean
P0AAH4,316.7474682734542,10,330,326.339311625084,4.07,,-2440.0963200021197,1000,BullShit,Exp
P76037,317.716556284,10,461,328.717325,7.588735,,-4741.707961450534,1000,BullShit,Mean
P31134,317.716556284,10,377,328.717325,7.588735,,-3731.3175678321454,1000,BullShit,Mean
P0AFL1,317.716556284,10,281,328.717325,7.588735,,-4325.772588151462,1000,BullShit,Mean
P31135,317.716556284,10,317,328.717325,7.588735,,-3350.478206516789,1000,BullShit,Mean
P0AAF1,317.716556284,10,439,328.717325,7.588735,,-4505.598702017222,1000,BullShit,Mean
P31133,323.12842049843204,10,370,341.9973216,4.07,342.25,-5508.155769485347,1000,BullShit,Exp
P77150,319.4228240462907,10,287,346.10260448306,4.07,,-3598.5270208963293,1000,predicted,Exp
P21829,312.1602871059945,10,272,325.172615489189,4.07,,-4564.513802408641,1000,predicted,Exp
P27848,310.8424725910034,10,266,325.626520111523,4.07,,-4579.157452063672,1000,predicted,Exp
P0A794,313.71785937195995,10,243,325.58114882,4.07,327.85,-5047.868493828512,1000,predicted,Exp
P40191,317.0108407238925,10,283,340.023527783786,4.07,,-5820.633002846524,1000,predicted,Exp
P0AFI7,318.4397421045897,10,218,337.372093901402,4.07,,-3354.176220543941,1000,predicted,Exp
P0A8Y1,313.14571635,10,225,328.717325,7.588735,,-5589.538539066927,1000,predicted,Mean
P75898,304.48171634999994,10,382,328.717325,7.588735,,-5684.156698758648,1000,experimental,Mean
P33022,313.86771635,10,313,328.717325,7.588735,,-5761.729809882745,1000,experimental,Mean
P41409,323.0007018031281,10,311,341.683916870652,4.07,,-3957.5527548601685,1000,BullShit,Exp
P0A9L8,316.64988044596,10,269,341.32223182,4.07,341.75,-5108.88623681785,1000,predicted,Exp
P0AFG8,311.23802537948,10,887,316.66088266,4.07,318.16428571,-3027.2862951703382,1000,predicted,Exp
