protein_id,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
Mycgr3G84372,296.8981576802057,10.0,393,310.23699999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84472,295.9444576802057,10.0,234,308.32959999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84494,297.1786576802057,10.0,507,310.798,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84825,297.6516576802057,10.0,258,311.74399999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84945,296.17460768020567,10.0,1474,308.7899,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84968,296.5241576802057,10.0,608,309.489,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85027,296.5281576802057,10.0,529,309.49699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85156,297.3506576802057,10.0,295,311.142,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85170,298.1941576802057,10.0,226,312.82899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85380,296.9411576802057,10.0,314,310.323,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85387,296.1148076802057,10.0,564,308.6703,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85715,297.7431576802057,10.0,360,311.92699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85716,296.5041576802057,10.0,381,309.44899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G85889,296.2762576802057,10.0,152,308.9932,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86046,296.1153576802057,10.0,485,308.67139999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86218,296.1341076802057,10.0,861,308.70889999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86233,296.9531576802057,10.0,232,310.347,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86257,296.2354576802057,10.0,711,308.91159999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86308,296.4941576802057,10.0,333,309.429,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86654,296.5726576802057,10.0,547,309.58599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86659,296.1153576802057,10.0,1889,308.67139999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86672,296.5026576802057,10.0,517,309.44599999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86708,296.0009576802057,10.0,1870,308.44259999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86730,303.7519502052204,10.0,579,323.9445850500294,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86746,296.8256576802057,10.0,493,310.092,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G86784,296.25430768020567,10.0,594,308.9493,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87000,295.9356076802057,10.0,428,308.3119,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87018,297.1416576802057,10.0,306,310.724,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87220,296.3364576802057,10.0,273,309.11359999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87434,296.9861576802057,10.0,270,310.41299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87460,296.1104576802057,10.0,556,308.66159999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87633,296.9106576802057,10.0,358,310.262,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87682,297.32065768020567,10.0,485,311.082,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87833,298.0006576802057,10.0,444,312.442,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87842,296.6216576802057,10.0,442,309.68399999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G87913,296.1943576802057,10.0,607,308.82939999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88000,297.2851576802057,10.0,230,311.01099999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88011,296.1123076802057,10.0,1423,308.6653,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88201,295.9606576802057,10.0,793,308.36199999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88222,296.0161576802057,10.0,442,308.47299999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88242,297.1966576802057,10.0,316,310.83399999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88424,296.9646576802057,10.0,805,310.37,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88465,296.8556576802057,10.0,350,310.152,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88617,298.4972678789957,10.0,846,313.43522039757994,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G88889,299.08475559421163,10.0,418,314.6101958280119,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G89129,296.4086576802057,10.0,663,309.258,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G89199,296.1156576802057,10.0,534,308.67199999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G89342,297.9101576802057,10.0,233,312.26099999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G89870,296.3324576802057,10.0,765,309.1056,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G89975,297.7476576802057,10.0,226,311.936,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G90679,296.5426576802057,10.0,372,309.52599999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G92510,297.1681576802057,10.0,511,310.777,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G93237,298.2856576802057,10.0,181,313.012,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G93463,296.7086576802057,10.0,269,309.85799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G93579,296.1435576802057,10.0,542,308.7278,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G93675,296.13430768020567,10.0,542,308.7093,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G93933,306.1459003154494,10.0,580,328.73248527048736,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G93945,296.4196576802057,10.0,287,309.28,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G94266,296.62615768020567,10.0,641,309.693,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G95071,297.18865768020567,10.0,153,310.818,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G95233,296.0251076802057,10.0,658,308.49089999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G95274,297.7071576802057,10.0,790,311.85499999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G95660,301.5839417839261,10.0,343,319.6085682074408,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G95859,296.58515768020567,10.0,1272,309.611,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G97582,296.2156076802057,10.0,792,308.8719,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98150,297.6661576802057,10.0,514,311.77299999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98153,298.1831576802057,10.0,228,312.80699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98253,297.3071576802057,10.0,491,311.05499999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98270,297.4936576802057,10.0,462,311.428,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98274,296.6486576802057,10.0,868,309.738,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98385,297.0996576802057,10.0,251,310.64,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98499,296.5991576802057,10.0,518,309.63899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98528,304.2459745289693,10.0,320,324.9326336975273,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98585,295.8936576802057,10.0,1154,308.22799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98587,297.09465768020567,10.0,305,310.63,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98612,297.5626576802057,10.0,699,311.566,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98665,297.0131576802057,10.0,342,310.467,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98741,296.2981076802057,10.0,348,309.03689999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98769,297.3971576802057,10.0,305,311.23499999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98798,296.5306576802057,10.0,779,309.50199999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98802,298.0886576802057,10.0,358,312.618,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98828,297.9676576802057,10.0,566,312.376,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G98928,297.2016576802057,10.0,272,310.844,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99023,298.0821576802057,10.0,526,312.60499999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99044,296.8981576802057,10.0,338,310.23699999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99122,296.97215768020567,10.0,252,310.385,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99123,297.3226576802057,10.0,419,311.08599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99130,296.2140576802057,10.0,366,308.86879999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99148,295.94860768020567,10.0,1189,308.3379,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99292,296.1347076802057,10.0,722,308.71009999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99393,296.5966576802057,10.0,765,309.63399999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99408,296.8266576802057,10.0,606,310.094,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99433,298.2761576802057,10.0,500,312.993,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99524,297.7631576802057,10.0,464,311.967,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G9953,296.4266576802057,10.0,1280,309.294,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99704,297.9836576802057,10.0,205,312.40799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99706,297.8141576802057,10.0,1195,312.06899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99715,296.75815768020567,10.0,954,309.957,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99732,295.9661576802057,10.0,1057,308.373,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G99865,296.4666576802057,10.0,599,309.37399999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
