transcript_id,gene_id
Mycgr3T93075,Mycgr3G93075
Mycgr3T93078,Mycgr3G93078
Mycgr3T93083,Mycgr3G93083
Mycgr3T93087,Mycgr3G93087
Mycgr3T93095,Mycgr3G93095
Mycgr3T93097,Mycgr3G93097
Mycgr3T93098,Mycgr3G93098
Mycgr3T93099,Mycgr3G93099
Mycgr3T93101,Mycgr3G93101
Mycgr3T93102,Mycgr3G93102
Mycgr3T93104,Mycgr3G93104
Mycgr3T93114,Mycgr3G93114
Mycgr3T93124,Mycgr3G93124
Mycgr3T93126,Mycgr3G93126
Mycgr3T93127,Mycgr3G93127
Mycgr3T93128,Mycgr3G93128
Mycgr3T93137,Mycgr3G93137
Mycgr3T93152,Mycgr3G93152
Mycgr3T93163,Mycgr3G93163
Mycgr3T93175,Mycgr3G93175
Mycgr3T93193,Mycgr3G93193
Mycgr3T93207,Mycgr3G93207
Mycgr3T93213,Mycgr3G93213
Mycgr3T93222,Mycgr3G93222
Mycgr3T93231,Mycgr3G93231
Mycgr3T93233,Mycgr3G93233
Mycgr3T93235,Mycgr3G93235
Mycgr3T93237,Mycgr3G93237
Mycgr3T93245,Mycgr3G93245
Mycgr3T93246,Mycgr3G93246
Mycgr3T93251,Mycgr3G93251
Mycgr3T93260,Mycgr3G93260
Mycgr3T93271,Mycgr3G93271
Mycgr3T93284,Mycgr3G93284
Mycgr3T93286,Mycgr3G93286
Mycgr3T93287,Mycgr3G93287
Mycgr3T93296,Mycgr3G93296
Mycgr3T93297,Mycgr3G93297
Mycgr3T93305,Mycgr3G93305
Mycgr3T93307,Mycgr3G93307
Mycgr3T93312,Mycgr3G93312
Mycgr3T93322,Mycgr3G93322
Mycgr3T93337,Mycgr3G93337
Mycgr3T93353,Mycgr3G93353
Mycgr3T93354,Mycgr3G93354
Mycgr3T93355,Mycgr3G93355
Mycgr3T93357,Mycgr3G93357
Mycgr3T93359,Mycgr3G93359
Mycgr3T93363,Mycgr3G93363
Mycgr3T93367,Mycgr3G93367
Mycgr3T93368,Mycgr3G93368
Mycgr3T93371,Mycgr3G93371
Mycgr3T93372,Mycgr3G93372
Mycgr3T93373,Mycgr3G93373
Mycgr3T93376,Mycgr3G93376
Mycgr3T93377,Mycgr3G93377
Mycgr3T93378,Mycgr3G93378
Mycgr3T93381,Mycgr3G93381
Mycgr3T93384,Mycgr3G93384
Mycgr3T93385,Mycgr3G93385
Mycgr3T93386,Mycgr3G93386
Mycgr3T93387,Mycgr3G93387
Mycgr3T93388,Mycgr3G93388
Mycgr3T93390,Mycgr3G93390
Mycgr3T93404,Mycgr3G93404
Mycgr3T93408,Mycgr3G93408
Mycgr3T93409,Mycgr3G93409
Mycgr3T93412,Mycgr3G93412
Mycgr3T93414,Mycgr3G93414
Mycgr3T93421,Mycgr3G93421
Mycgr3T93424,Mycgr3G93424
Mycgr3T93428,Mycgr3G93428
Mycgr3T93429,Mycgr3G93429
Mycgr3T93431,Mycgr3G93431
Mycgr3T93433,Mycgr3G93433
Mycgr3T93436,Mycgr3G93436
Mycgr3T93440,Mycgr3G93440
Mycgr3T93442,Mycgr3G93442
Mycgr3T93448,Mycgr3G93448
Mycgr3T93449,Mycgr3G93449
Mycgr3T93450,Mycgr3G93450
Mycgr3T93458,Mycgr3G93458
Mycgr3T93463,Mycgr3G93463
Mycgr3T93465,Mycgr3G93465
Mycgr3T93466,Mycgr3G93466
Mycgr3T93467,Mycgr3G93467
Mycgr3T93469,Mycgr3G93469
Mycgr3T93483,Mycgr3G93483
Mycgr3T93484,Mycgr3G93484
Mycgr3T93485,Mycgr3G93485
Mycgr3T93486,Mycgr3G93486
Mycgr3T93487,Mycgr3G93487
Mycgr3T93496,Mycgr3G93496
Mycgr3T93498,Mycgr3G93498
Mycgr3T93501,Mycgr3G93501
Mycgr3T93504,Mycgr3G93504
Mycgr3T93506,Mycgr3G93506
Mycgr3T93512,Mycgr3G93512
Mycgr3T93513,Mycgr3G93513
Mycgr3T93514,Mycgr3G93514
Mycgr3T93516,Mycgr3G93516
Mycgr3T93521,Mycgr3G93521
Mycgr3T93522,Mycgr3G93522
Mycgr3T93532,Mycgr3G93532
Mycgr3T93541,Mycgr3G93541
Mycgr3T93545,Mycgr3G93545
Mycgr3T93550,Mycgr3G93550
Mycgr3T93553,Mycgr3G93553
Mycgr3T93554,Mycgr3G93554
Mycgr3T93564,Mycgr3G93564
Mycgr3T93569,Mycgr3G93569
Mycgr3T93574,Mycgr3G93574
Mycgr3T93575,Mycgr3G93575
Mycgr3T93579,Mycgr3G93579
Mycgr3T93582,Mycgr3G93582
Mycgr3T93584,Mycgr3G93584
Mycgr3T93585,Mycgr3G93585
Mycgr3T93586,Mycgr3G93586
Mycgr3T93587,Mycgr3G93587
Mycgr3T93588,Mycgr3G93588
Mycgr3T93593,Mycgr3G93593
Mycgr3T93594,Mycgr3G93594
Mycgr3T93598,Mycgr3G93598
Mycgr3T93609,Mycgr3G93609
Mycgr3T93613,Mycgr3G93613
Mycgr3T93616,Mycgr3G93616
Mycgr3T93617,Mycgr3G93617
Mycgr3T93618,Mycgr3G93618
Mycgr3T93619,Mycgr3G93619
Mycgr3T93623,Mycgr3G93623
Mycgr3T93624,Mycgr3G93624
Mycgr3T93625,Mycgr3G93625
Mycgr3T93631,Mycgr3G93631
Mycgr3T93638,Mycgr3G93638
Mycgr3T93639,Mycgr3G93639
Mycgr3T93641,Mycgr3G93641
Mycgr3T93647,Mycgr3G93647
Mycgr3T93658,Mycgr3G93658
Mycgr3T93663,Mycgr3G93663
Mycgr3T93675,Mycgr3G93675
Mycgr3T93679,Mycgr3G93679
Mycgr3T93689,Mycgr3G93689
Mycgr3T93695,Mycgr3G93695
Mycgr3T93696,Mycgr3G93696
Mycgr3T93697,Mycgr3G93697
Mycgr3T93701,Mycgr3G93701
Mycgr3T93707,Mycgr3G93707
Mycgr3T93710,Mycgr3G93710
Mycgr3T93715,Mycgr3G93715
Mycgr3T93729,Mycgr3G93729
Mycgr3T93730,Mycgr3G93730
Mycgr3T93735,Mycgr3G93735
Mycgr3T93740,Mycgr3G93740
Mycgr3T93741,Mycgr3G93741
Mycgr3T93755,Mycgr3G93755
Mycgr3T93756,Mycgr3G93756
Mycgr3T93761,Mycgr3G93761
Mycgr3T93762,Mycgr3G93762
Mycgr3T93763,Mycgr3G93763
Mycgr3T93764,Mycgr3G93764
Mycgr3T93766,Mycgr3G93766
Mycgr3T93769,Mycgr3G93769
Mycgr3T93770,Mycgr3G93770
Mycgr3T93775,Mycgr3G93775
Mycgr3T93783,Mycgr3G93783
Mycgr3T93790,Mycgr3G93790
Mycgr3T93791,Mycgr3G93791
Mycgr3T93820,Mycgr3G93820
Mycgr3T93828,Mycgr3G93828
Mycgr3T93831,Mycgr3G93831
Mycgr3T93835,Mycgr3G93835
Mycgr3T93836,Mycgr3G93836
Mycgr3T93838,Mycgr3G93838
Mycgr3T93850,Mycgr3G93850
Mycgr3T93853,Mycgr3G93853
Mycgr3T93854,Mycgr3G93854
Mycgr3T93855,Mycgr3G93855
Mycgr3T93858,Mycgr3G93858
Mycgr3T93864,Mycgr3G93864
Mycgr3T93870,Mycgr3G93870
Mycgr3T93872,Mycgr3G93872
Mycgr3T93875,Mycgr3G93875
Mycgr3T93879,Mycgr3G93879
Mycgr3T93881,Mycgr3G93881
Mycgr3T93882,Mycgr3G93882
Mycgr3T93883,Mycgr3G93883
Mycgr3T93894,Mycgr3G93894
Mycgr3T93899,Mycgr3G93899
Mycgr3T93903,Mycgr3G93903
Mycgr3T93911,Mycgr3G93911
Mycgr3T93921,Mycgr3G93921
Mycgr3T93928,Mycgr3G93928
Mycgr3T93933,Mycgr3G93933
Mycgr3T93936,Mycgr3G93936
Mycgr3T93943,Mycgr3G93943
Mycgr3T93945,Mycgr3G93945
Mycgr3T93956,Mycgr3G93956
Mycgr3T93958,Mycgr3G93958
Mycgr3T93967,Mycgr3G93967
Mycgr3T93972,Mycgr3G93972
Mycgr3T93973,Mycgr3G93973
Mycgr3T93981,Mycgr3G93981
Mycgr3T93989,Mycgr3G93989
Mycgr3T93990,Mycgr3G93990
Mycgr3T94000,Mycgr3G94000
Mycgr3T94011,Mycgr3G94011
Mycgr3T94017,Mycgr3G94017
Mycgr3T94024,Mycgr3G94024
Mycgr3T94027,Mycgr3G94027
Mycgr3T94029,Mycgr3G94029
Mycgr3T94054,Mycgr3G94054
Mycgr3T94064,Mycgr3G94064
Mycgr3T94065,Mycgr3G94065
Mycgr3T94071,Mycgr3G94071
Mycgr3T94074,Mycgr3G94074
Mycgr3T94075,Mycgr3G94075
Mycgr3T94077,Mycgr3G94077
Mycgr3T94085,Mycgr3G94085
Mycgr3T94089,Mycgr3G94089
Mycgr3T94091,Mycgr3G94091
Mycgr3T94093,Mycgr3G94093
Mycgr3T94097,Mycgr3G94097
Mycgr3T94100,Mycgr3G94100
Mycgr3T94102,Mycgr3G94102
Mycgr3T94107,Mycgr3G94107
Mycgr3T94108,Mycgr3G94108
Mycgr3T94112,Mycgr3G94112
Mycgr3T94117,Mycgr3G94117
Mycgr3T94126,Mycgr3G94126
Mycgr3T94129,Mycgr3G94129
Mycgr3T94131,Mycgr3G94131
Mycgr3T94138,Mycgr3G94138
Mycgr3T94146,Mycgr3G94146
Mycgr3T94158,Mycgr3G94158
Mycgr3T94167,Mycgr3G94167
Mycgr3T94170,Mycgr3G94170
Mycgr3T94173,Mycgr3G94173
Mycgr3T94177,Mycgr3G94177
Mycgr3T94183,Mycgr3G94183
Mycgr3T94185,Mycgr3G94185
Mycgr3T94193,Mycgr3G94193
Mycgr3T94194,Mycgr3G94194
Mycgr3T94196,Mycgr3G94196
Mycgr3T94197,Mycgr3G94197
Mycgr3T94201,Mycgr3G94201
Mycgr3T94211,Mycgr3G94211
Mycgr3T94216,Mycgr3G94216
Mycgr3T94220,Mycgr3G94220
Mycgr3T94223,Mycgr3G94223
Mycgr3T94224,Mycgr3G94224
Mycgr3T94226,Mycgr3G94226
Mycgr3T94230,Mycgr3G94230
Mycgr3T94232,Mycgr3G94232
Mycgr3T94239,Mycgr3G94239
Mycgr3T94245,Mycgr3G94245
Mycgr3T94247,Mycgr3G94247
Mycgr3T94250,Mycgr3G94250
Mycgr3T94263,Mycgr3G94263
Mycgr3T94264,Mycgr3G94264
Mycgr3T94265,Mycgr3G94265
Mycgr3T94266,Mycgr3G94266
Mycgr3T94271,Mycgr3G94271
Mycgr3T94272,Mycgr3G94272
Mycgr3T94274,Mycgr3G94274
Mycgr3T94275,Mycgr3G94275
Mycgr3T94280,Mycgr3G94280
Mycgr3T94285,Mycgr3G94285
Mycgr3T94286,Mycgr3G94286
Mycgr3T94288,Mycgr3G94288
Mycgr3T94290,Mycgr3G94290
Mycgr3T94291,Mycgr3G94291
Mycgr3T94297,Mycgr3G94297
Mycgr3T94299,Mycgr3G94299
Mycgr3T94308,Mycgr3G94308
Mycgr3T94313,Mycgr3G94313
Mycgr3T94314,Mycgr3G94314
Mycgr3T94324,Mycgr3G94324
Mycgr3T94326,Mycgr3G94326
Mycgr3T94330,Mycgr3G94330
Mycgr3T94337,Mycgr3G94337
Mycgr3T94341,Mycgr3G94341
Mycgr3T94358,Mycgr3G94358
Mycgr3T94360,Mycgr3G94360
Mycgr3T94368,Mycgr3G94368
Mycgr3T94380,Mycgr3G94380
Mycgr3T94382,Mycgr3G94382
Mycgr3T94383,Mycgr3G94383
Mycgr3T94391,Mycgr3G94391
Mycgr3T94392,Mycgr3G94392
Mycgr3T94394,Mycgr3G94394
Mycgr3T94396,Mycgr3G94396
Mycgr3T94397,Mycgr3G94397
Mycgr3T94399,Mycgr3G94399
Mycgr3T94401,Mycgr3G94401
Mycgr3T94408,Mycgr3G94408
Mycgr3T94413,Mycgr3G94413
Mycgr3T94421,Mycgr3G94421
Mycgr3T94422,Mycgr3G94422
Mycgr3T94423,Mycgr3G94423
Mycgr3T94428,Mycgr3G94428
Mycgr3T94429,Mycgr3G94429
Mycgr3T94431,Mycgr3G94431
Mycgr3T94438,Mycgr3G94438
Mycgr3T94440,Mycgr3G94440
Mycgr3T94441,Mycgr3G94441
Mycgr3T94447,Mycgr3G94447
Mycgr3T94450,Mycgr3G94450
Mycgr3T94451,Mycgr3G94451
Mycgr3T94454,Mycgr3G94454
Mycgr3T94456,Mycgr3G94456
Mycgr3T94458,Mycgr3G94458
Mycgr3T94460,Mycgr3G94460
Mycgr3T94461,Mycgr3G94461
Mycgr3T94462,Mycgr3G94462
Mycgr3T94484,Mycgr3G94484
Mycgr3T94485,Mycgr3G94485
Mycgr3T94487,Mycgr3G94487
Mycgr3T94488,Mycgr3G94488
Mycgr3T94490,Mycgr3G94490
Mycgr3T94499,Mycgr3G94499
Mycgr3T94509,Mycgr3G94509
Mycgr3T94519,Mycgr3G94519
Mycgr3T94526,Mycgr3G94526
Mycgr3T94534,Mycgr3G94534
Mycgr3T94536,Mycgr3G94536
Mycgr3T94547,Mycgr3G94547
Mycgr3T94552,Mycgr3G94552
Mycgr3T94554,Mycgr3G94554
Mycgr3T94555,Mycgr3G94555
Mycgr3T94556,Mycgr3G94556
Mycgr3T94557,Mycgr3G94557
Mycgr3T94566,Mycgr3G94566
Mycgr3T94570,Mycgr3G94570
Mycgr3T94571,Mycgr3G94571
Mycgr3T94575,Mycgr3G94575
Mycgr3T94577,Mycgr3G94577
Mycgr3T94579,Mycgr3G94579
Mycgr3T94580,Mycgr3G94580
Mycgr3T94584,Mycgr3G94584
Mycgr3T94585,Mycgr3G94585
Mycgr3T94593,Mycgr3G94593
Mycgr3T94594,Mycgr3G94594
Mycgr3T94595,Mycgr3G94595
Mycgr3T94597,Mycgr3G94597
Mycgr3T94601,Mycgr3G94601
Mycgr3T94624,Mycgr3G94624
Mycgr3T94625,Mycgr3G94625
Mycgr3T94628,Mycgr3G94628
Mycgr3T94631,Mycgr3G94631
Mycgr3T94634,Mycgr3G94634
Mycgr3T94635,Mycgr3G94635
Mycgr3T94643,Mycgr3G94643
Mycgr3T94647,Mycgr3G94647
Mycgr3T94648,Mycgr3G94648
Mycgr3T94650,Mycgr3G94650
Mycgr3T94659,Mycgr3G94659
Mycgr3T94662,Mycgr3G94662
Mycgr3T94663,Mycgr3G94663
Mycgr3T94664,Mycgr3G94664
Mycgr3T94665,Mycgr3G94665
Mycgr3T94666,Mycgr3G94666
Mycgr3T94667,Mycgr3G94667
Mycgr3T94668,Mycgr3G94668
Mycgr3T94669,Mycgr3G94669
Mycgr3T94670,Mycgr3G94670
Mycgr3T94671,Mycgr3G94671
Mycgr3T94672,Mycgr3G94672
Mycgr3T94673,Mycgr3G94673
Mycgr3T94674,Mycgr3G94674
Mycgr3T94675,Mycgr3G94675
Mycgr3T94676,Mycgr3G94676
Mycgr3T94677,Mycgr3G94677
Mycgr3T94678,Mycgr3G94678
Mycgr3T94679,Mycgr3G94679
Mycgr3T94680,Mycgr3G94680
Mycgr3T94681,Mycgr3G94681
Mycgr3T94682,Mycgr3G94682
Mycgr3T94683,Mycgr3G94683
Mycgr3T94684,Mycgr3G94684
Mycgr3T94685,Mycgr3G94685
Mycgr3T94686,Mycgr3G94686
Mycgr3T94687,Mycgr3G94687
Mycgr3T94688,Mycgr3G94688
Mycgr3T94689,Mycgr3G94689
Mycgr3T94690,Mycgr3G94690
Mycgr3T94691,Mycgr3G94691
Mycgr3T94692,Mycgr3G94692
Mycgr3T94693,Mycgr3G94693
Mycgr3T94694,Mycgr3G94694
Mycgr3T94695,Mycgr3G94695
Mycgr3T94696,Mycgr3G94696
Mycgr3T94699,Mycgr3G94699
Mycgr3T94700,Mycgr3G94700
Mycgr3T94701,Mycgr3G94701
Mycgr3T94702,Mycgr3G94702
Mycgr3T94703,Mycgr3G94703
Mycgr3T94704,Mycgr3G94704
Mycgr3T94705,Mycgr3G94705
Mycgr3T94706,Mycgr3G94706
Mycgr3T94707,Mycgr3G94707
Mycgr3T94708,Mycgr3G94708
Mycgr3T94709,Mycgr3G94709
Mycgr3T94710,Mycgr3G94710
Mycgr3T94711,Mycgr3G94711
Mycgr3T94712,Mycgr3G94712
Mycgr3T94713,Mycgr3G94713
Mycgr3T94714,Mycgr3G94714
Mycgr3T94715,Mycgr3G94715
Mycgr3T94716,Mycgr3G94716
Mycgr3T94717,Mycgr3G94717
Mycgr3T94718,Mycgr3G94718
Mycgr3T94719,Mycgr3G94719
Mycgr3T94720,Mycgr3G94720
Mycgr3T94721,Mycgr3G94721
Mycgr3T94722,Mycgr3G94722
Mycgr3T94723,Mycgr3G94723
Mycgr3T94724,Mycgr3G94724
Mycgr3T94725,Mycgr3G94725
Mycgr3T94726,Mycgr3G94726
Mycgr3T94728,Mycgr3G94728
Mycgr3T94729,Mycgr3G94729
Mycgr3T94730,Mycgr3G94730
Mycgr3T94731,Mycgr3G94731
Mycgr3T94732,Mycgr3G94732
Mycgr3T94733,Mycgr3G94733
Mycgr3T94734,Mycgr3G94734
Mycgr3T94735,Mycgr3G94735
Mycgr3T94736,Mycgr3G94736
Mycgr3T94737,Mycgr3G94737
Mycgr3T94738,Mycgr3G94738
Mycgr3T94739,Mycgr3G94739
Mycgr3T94740,Mycgr3G94740
Mycgr3T94741,Mycgr3G94741
Mycgr3T94742,Mycgr3G94742
Mycgr3T94743,Mycgr3G94743
Mycgr3T94744,Mycgr3G94744
Mycgr3T94745,Mycgr3G94745
Mycgr3T94746,Mycgr3G94746
Mycgr3T94747,Mycgr3G94747
Mycgr3T94748,Mycgr3G94748
Mycgr3T94749,Mycgr3G94749
Mycgr3T94750,Mycgr3G94750
Mycgr3T94751,Mycgr3G94751
Mycgr3T94752,Mycgr3G94752
Mycgr3T94753,Mycgr3G94753
Mycgr3T94754,Mycgr3G94754
Mycgr3T94755,Mycgr3G94755
Mycgr3T94756,Mycgr3G94756
Mycgr3T94757,Mycgr3G94757
Mycgr3T94758,Mycgr3G94758
Mycgr3T94759,Mycgr3G94759
Mycgr3T94760,Mycgr3G94760
Mycgr3T94761,Mycgr3G94761
Mycgr3T94762,Mycgr3G94762
Mycgr3T94763,Mycgr3G94763
Mycgr3T94764,Mycgr3G94764
Mycgr3T94765,Mycgr3G94765
Mycgr3T94766,Mycgr3G94766
Mycgr3T94767,Mycgr3G94767
Mycgr3T94768,Mycgr3G94768
Mycgr3T94769,Mycgr3G94769
Mycgr3T94770,Mycgr3G94770
Mycgr3T94771,Mycgr3G94771
Mycgr3T94772,Mycgr3G94772
Mycgr3T94773,Mycgr3G94773
Mycgr3T94774,Mycgr3G94774
Mycgr3T94775,Mycgr3G94775
Mycgr3T94777,Mycgr3G94777
Mycgr3T94778,Mycgr3G94778
Mycgr3T94779,Mycgr3G94779
Mycgr3T94780,Mycgr3G94780
Mycgr3T94781,Mycgr3G94781
Mycgr3T94782,Mycgr3G94782
Mycgr3T94786,Mycgr3G94786
Mycgr3T94787,Mycgr3G94787
Mycgr3T94788,Mycgr3G94788
Mycgr3T94789,Mycgr3G94789
Mycgr3T94791,Mycgr3G94791
Mycgr3T94792,Mycgr3G94792
Mycgr3T94793,Mycgr3G94793
Mycgr3T94794,Mycgr3G94794
Mycgr3T94795,Mycgr3G94795
Mycgr3T94796,Mycgr3G94796
Mycgr3T94797,Mycgr3G94797
Mycgr3T94798,Mycgr3G94798
Mycgr3T94799,Mycgr3G94799
Mycgr3T94800,Mycgr3G94800
Mycgr3T94801,Mycgr3G94801
Mycgr3T94802,Mycgr3G94802
Mycgr3T94803,Mycgr3G94803
Mycgr3T94804,Mycgr3G94804
Mycgr3T94805,Mycgr3G94805
Mycgr3T94806,Mycgr3G94806
Mycgr3T94807,Mycgr3G94807
Mycgr3T94808,Mycgr3G94808
Mycgr3T94809,Mycgr3G94809
Mycgr3T94810,Mycgr3G94810
Mycgr3T94811,Mycgr3G94811
Mycgr3T94812,Mycgr3G94812
Mycgr3T94813,Mycgr3G94813
Mycgr3T94814,Mycgr3G94814
Mycgr3T94815,Mycgr3G94815
Mycgr3T94816,Mycgr3G94816
Mycgr3T94817,Mycgr3G94817
Mycgr3T94818,Mycgr3G94818
Mycgr3T94819,Mycgr3G94819
Mycgr3T94820,Mycgr3G94820
Mycgr3T94821,Mycgr3G94821
Mycgr3T94822,Mycgr3G94822
Mycgr3T94823,Mycgr3G94823
Mycgr3T94824,Mycgr3G94824
Mycgr3T94825,Mycgr3G94825
Mycgr3T94826,Mycgr3G94826
Mycgr3T94827,Mycgr3G94827
Mycgr3T94828,Mycgr3G94828
Mycgr3T94829,Mycgr3G94829
Mycgr3T94830,Mycgr3G94830
Mycgr3T94831,Mycgr3G94831
Mycgr3T94832,Mycgr3G94832
Mycgr3T94833,Mycgr3G94833
Mycgr3T94834,Mycgr3G94834
Mycgr3T94835,Mycgr3G94835
Mycgr3T94836,Mycgr3G94836
Mycgr3T94837,Mycgr3G94837
Mycgr3T94838,Mycgr3G94838
Mycgr3T94839,Mycgr3G94839
Mycgr3T94840,Mycgr3G94840
Mycgr3T94841,Mycgr3G94841
Mycgr3T94842,Mycgr3G94842
Mycgr3T94843,Mycgr3G94843
Mycgr3T94844,Mycgr3G94844
Mycgr3T94845,Mycgr3G94845
Mycgr3T94846,Mycgr3G94846
Mycgr3T94850,Mycgr3G94850
Mycgr3T94851,Mycgr3G94851
Mycgr3T94853,Mycgr3G94853
Mycgr3T94866,Mycgr3G94866
Mycgr3T94868,Mycgr3G94868
Mycgr3T94869,Mycgr3G94869
Mycgr3T94872,Mycgr3G94872
Mycgr3T94873,Mycgr3G94873
Mycgr3T94877,Mycgr3G94877
Mycgr3T94878,Mycgr3G94878
Mycgr3T94883,Mycgr3G94883
Mycgr3T94884,Mycgr3G94884
Mycgr3T94886,Mycgr3G94886
Mycgr3T94887,Mycgr3G94887
Mycgr3T94892,Mycgr3G94892
Mycgr3T94893,Mycgr3G94893
Mycgr3T94898,Mycgr3G94898
Mycgr3T94907,Mycgr3G94907
Mycgr3T94908,Mycgr3G94908
Mycgr3T94909,Mycgr3G94909
Mycgr3T94910,Mycgr3G94910
Mycgr3T94912,Mycgr3G94912
Mycgr3T94915,Mycgr3G94915
Mycgr3T94916,Mycgr3G94916
Mycgr3T94925,Mycgr3G94925
Mycgr3T94930,Mycgr3G94930
Mycgr3T94936,Mycgr3G94936
Mycgr3T94937,Mycgr3G94937
Mycgr3T94939,Mycgr3G94939
Mycgr3T94941,Mycgr3G94941
Mycgr3T94942,Mycgr3G94942
Mycgr3T94946,Mycgr3G94946
Mycgr3T94952,Mycgr3G94952
Mycgr3T94962,Mycgr3G94962
Mycgr3T94965,Mycgr3G94965
Mycgr3T94966,Mycgr3G94966
Mycgr3T94972,Mycgr3G94972
Mycgr3T94973,Mycgr3G94973
Mycgr3T94988,Mycgr3G94988
Mycgr3T94989,Mycgr3G94989
Mycgr3T94990,Mycgr3G94990
Mycgr3T94991,Mycgr3G94991
Mycgr3T94992,Mycgr3G94992
Mycgr3T94995,Mycgr3G94995
Mycgr3T94999,Mycgr3G94999
Mycgr3T95012,Mycgr3G95012
Mycgr3T95014,Mycgr3G95014
Mycgr3T95016,Mycgr3G95016
Mycgr3T95018,Mycgr3G95018
Mycgr3T95020,Mycgr3G95020
Mycgr3T95021,Mycgr3G95021
Mycgr3T95022,Mycgr3G95022
Mycgr3T95024,Mycgr3G95024
Mycgr3T95030,Mycgr3G95030
Mycgr3T95032,Mycgr3G95032
Mycgr3T95034,Mycgr3G95034
Mycgr3T95035,Mycgr3G95035
Mycgr3T95038,Mycgr3G95038
Mycgr3T95039,Mycgr3G95039
Mycgr3T95041,Mycgr3G95041
Mycgr3T95050,Mycgr3G95050
Mycgr3T95053,Mycgr3G95053
Mycgr3T95055,Mycgr3G95055
Mycgr3T95059,Mycgr3G95059
Mycgr3T95064,Mycgr3G95064
Mycgr3T95071,Mycgr3G95071
Mycgr3T95073,Mycgr3G95073
Mycgr3T95074,Mycgr3G95074
Mycgr3T95075,Mycgr3G95075
Mycgr3T95076,Mycgr3G95076
Mycgr3T95079,Mycgr3G95079
Mycgr3T95080,Mycgr3G95080
Mycgr3T95081,Mycgr3G95081
Mycgr3T95082,Mycgr3G95082
Mycgr3T95083,Mycgr3G95083
Mycgr3T95085,Mycgr3G95085
Mycgr3T95088,Mycgr3G95088
Mycgr3T95089,Mycgr3G95089
Mycgr3T95098,Mycgr3G95098
Mycgr3T95102,Mycgr3G95102
Mycgr3T95105,Mycgr3G95105
Mycgr3T95108,Mycgr3G95108
Mycgr3T95115,Mycgr3G95115
Mycgr3T95118,Mycgr3G95118
Mycgr3T95123,Mycgr3G95123
Mycgr3T95126,Mycgr3G95126
Mycgr3T95127,Mycgr3G95127
Mycgr3T95133,Mycgr3G95133
Mycgr3T95134,Mycgr3G95134
Mycgr3T95136,Mycgr3G95136
Mycgr3T95144,Mycgr3G95144
Mycgr3T95157,Mycgr3G95157
Mycgr3T95177,Mycgr3G95177
Mycgr3T95182,Mycgr3G95182
Mycgr3T95183,Mycgr3G95183
Mycgr3T95195,Mycgr3G95195
Mycgr3T95203,Mycgr3G95203
Mycgr3T95210,Mycgr3G95210
Mycgr3T95211,Mycgr3G95211
Mycgr3T95214,Mycgr3G95214
Mycgr3T95216,Mycgr3G95216
Mycgr3T95217,Mycgr3G95217
Mycgr3T95218,Mycgr3G95218
Mycgr3T95220,Mycgr3G95220
Mycgr3T95221,Mycgr3G95221
Mycgr3T95225,Mycgr3G95225
Mycgr3T95227,Mycgr3G95227
Mycgr3T95233,Mycgr3G95233
Mycgr3T95245,Mycgr3G95245
Mycgr3T95248,Mycgr3G95248
Mycgr3T95251,Mycgr3G95251
Mycgr3T95253,Mycgr3G95253
Mycgr3T95261,Mycgr3G95261
Mycgr3T95274,Mycgr3G95274
Mycgr3T95282,Mycgr3G95282
Mycgr3T95286,Mycgr3G95286
Mycgr3T95290,Mycgr3G95290
Mycgr3T95302,Mycgr3G95302
Mycgr3T95304,Mycgr3G95304
Mycgr3T95316,Mycgr3G95316
Mycgr3T95325,Mycgr3G95325
Mycgr3T95327,Mycgr3G95327
Mycgr3T95329,Mycgr3G95329
Mycgr3T95343,Mycgr3G95343
Mycgr3T95346,Mycgr3G95346
Mycgr3T95348,Mycgr3G95348
Mycgr3T95352,Mycgr3G95352
Mycgr3T95354,Mycgr3G95354
Mycgr3T95356,Mycgr3G95356
Mycgr3T95359,Mycgr3G95359
Mycgr3T95363,Mycgr3G95363
Mycgr3T95365,Mycgr3G95365
Mycgr3T95368,Mycgr3G95368
Mycgr3T95369,Mycgr3G95369
Mycgr3T95372,Mycgr3G95372
Mycgr3T95373,Mycgr3G95373
Mycgr3T95376,Mycgr3G95376
Mycgr3T95377,Mycgr3G95377
Mycgr3T95378,Mycgr3G95378
Mycgr3T95379,Mycgr3G95379
Mycgr3T95389,Mycgr3G95389
Mycgr3T95390,Mycgr3G95390
Mycgr3T95395,Mycgr3G95395
Mycgr3T95397,Mycgr3G95397
Mycgr3T95403,Mycgr3G95403
Mycgr3T95405,Mycgr3G95405
Mycgr3T95409,Mycgr3G95409
Mycgr3T95410,Mycgr3G95410
Mycgr3T95416,Mycgr3G95416
Mycgr3T95423,Mycgr3G95423
Mycgr3T95435,Mycgr3G95435
Mycgr3T95436,Mycgr3G95436
Mycgr3T95438,Mycgr3G95438
Mycgr3T95442,Mycgr3G95442
Mycgr3T95448,Mycgr3G95448
Mycgr3T95456,Mycgr3G95456
Mycgr3T95460,Mycgr3G95460
Mycgr3T95467,Mycgr3G95467
Mycgr3T95476,Mycgr3G95476
Mycgr3T95478,Mycgr3G95478
Mycgr3T95491,Mycgr3G95491
Mycgr3T95492,Mycgr3G95492
Mycgr3T95504,Mycgr3G95504
Mycgr3T95511,Mycgr3G95511
Mycgr3T95512,Mycgr3G95512
Mycgr3T95513,Mycgr3G95513
