go_id,go_name,go_namespace
GO:0004033,obsolete aldo-keto reductase (NADPH) activity,molecular_function
GO:0004034,aldose 1-epimerase activity,molecular_function
GO:0004035,alkaline phosphatase activity,molecular_function
GO:0004037,allantoicase activity,molecular_function
GO:0004038,allantoinase activity,molecular_function
GO:0004040,amidase activity,molecular_function
GO:0004042,L-glutamate N-acetyltransferase activity,molecular_function
GO:0004043,L-aminoadipate-semialdehyde dehydrogenase activity,molecular_function
GO:0004044,amidophosphoribosyltransferase activity,molecular_function
GO:0004045,peptidyl-tRNA hydrolase activity,molecular_function
GO:0004047,aminomethyltransferase activity,molecular_function
GO:0004048,anthranilate phosphoribosyltransferase activity,molecular_function
GO:0004049,anthranilate synthase activity,molecular_function
GO:0004053,arginase activity,molecular_function
GO:0004055,argininosuccinate synthase activity,molecular_function
GO:0004056,argininosuccinate lyase activity,molecular_function
GO:0004057,arginyl-tRNA--protein transferase activity,molecular_function
GO:0004060,arylamine N-acetyltransferase activity,molecular_function
GO:0004061,arylformamidase activity,molecular_function
GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,molecular_function
GO:0004067,asparaginase activity,molecular_function
GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,molecular_function
GO:0004070,aspartate carbamoyltransferase activity,molecular_function
GO:0004072,aspartate kinase activity,molecular_function
GO:0004073,aspartate-semialdehyde dehydrogenase activity,molecular_function
GO:0004075,biotin carboxylase activity,molecular_function
GO:0004076,biotin synthase activity,molecular_function
GO:0004077,biotin--[biotin carboxyl-carrier protein] ligase activity,molecular_function
GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,molecular_function
GO:0004084,branched-chain-amino-acid transaminase activity,molecular_function
GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,molecular_function
GO:0004089,carbonate dehydratase activity,molecular_function
GO:0004092,carnitine O-acetyltransferase activity,molecular_function
GO:0004096,catalase activity,molecular_function
GO:0004099,chitin deacetylase activity,molecular_function
GO:0004100,chitin synthase activity,molecular_function
GO:0004103,choline kinase activity,molecular_function
GO:0004105,choline-phosphate cytidylyltransferase activity,molecular_function
GO:0004106,chorismate mutase activity,molecular_function
GO:0004107,chorismate synthase activity,molecular_function
GO:0004108,obsolete citrate (Si)-synthase activity,molecular_function
GO:0004109,coproporphyrinogen oxidase activity,molecular_function
GO:0004112,cyclic-nucleotide phosphodiesterase activity,molecular_function
GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",molecular_function
GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",molecular_function
GO:0004122,cystathionine beta-synthase activity,molecular_function
GO:0004123,cystathionine gamma-lyase activity,molecular_function
GO:0004124,cysteine synthase activity,molecular_function
GO:0004126,cytidine deaminase activity,molecular_function
GO:0004127,obsolete (d)CMP kinase activity,molecular_function
GO:0004128,"cytochrome-b5 reductase activity, acting on NAD(P)H",molecular_function
GO:0004129,cytochrome-c oxidase activity,molecular_function
GO:0004130,cytochrome-c peroxidase activity,molecular_function
GO:0004132,dCMP deaminase activity,molecular_function
GO:0004134,4-alpha-glucanotransferase activity,molecular_function
GO:0004135,"amylo-alpha-1,6-glucosidase activity",molecular_function
GO:0004140,dephospho-CoA kinase activity,molecular_function
GO:0004141,dethiobiotin synthase activity,molecular_function
GO:0004143,ATP-dependent diacylglycerol kinase activity,molecular_function
GO:0004144,diacylglycerol O-acyltransferase activity,molecular_function
GO:0004146,dihydrofolate reductase activity,molecular_function
GO:0004148,dihydrolipoyl dehydrogenase (NADH) activity,molecular_function
GO:0004149,dihydrolipoyllysine-residue succinyltransferase activity,molecular_function
GO:0004150,dihydroneopterin aldolase activity,molecular_function
GO:0004151,dihydroorotase activity,molecular_function
GO:0004152,dihydroorotate dehydrogenase activity,molecular_function
GO:0004156,dihydropteroate synthase activity,molecular_function
GO:0004160,dihydroxy-acid dehydratase activity,molecular_function
GO:0004161,dimethylallyltranstransferase activity,molecular_function
GO:0004163,diphosphomevalonate decarboxylase activity,molecular_function
GO:0004164,diphthine synthase activity,molecular_function
GO:0004165,delta(3)-delta(2)-enoyl-CoA isomerase activity,molecular_function
GO:0004168,dolichol kinase activity,molecular_function
GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,molecular_function
GO:0004170,dUTP diphosphatase activity,molecular_function
GO:0004174,electron-transferring-flavoprotein dehydrogenase activity,molecular_function
GO:0004175,endopeptidase activity,molecular_function
GO:0004176,ATP-dependent peptidase activity,molecular_function
GO:0004177,aminopeptidase activity,molecular_function
GO:0004180,carboxypeptidase activity,molecular_function
GO:0004185,serine-type carboxypeptidase activity,molecular_function
GO:0004190,aspartic-type endopeptidase activity,molecular_function
GO:0004197,cysteine-type endopeptidase activity,molecular_function
GO:0004198,calcium-dependent cysteine-type endopeptidase activity,molecular_function
GO:0004222,metalloendopeptidase activity,molecular_function
GO:0004239,initiator methionyl aminopeptidase activity,molecular_function
GO:0004252,serine-type endopeptidase activity,molecular_function
GO:0004298,threonine-type endopeptidase activity,molecular_function
GO:0004301,epoxide hydrolase activity,molecular_function
GO:0004305,ethanolamine kinase activity,molecular_function
GO:0004306,ethanolamine-phosphate cytidylyltransferase activity,molecular_function
GO:0004309,exopolyphosphatase activity,molecular_function
GO:0004310,obsolete farnesyl-diphosphate farnesyltransferase activity,molecular_function
GO:0004311,geranylgeranyl diphosphate synthase activity,molecular_function
GO:0004312,fatty acid synthase activity,molecular_function
GO:0004314,[acyl-carrier-protein] S-malonyltransferase activity,molecular_function
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,molecular_function
GO:0004316,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,molecular_function
GO:0004317,obsolete (3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,molecular_function
GO:0004318,enoyl-[acyl-carrier-protein] reductase (NADH) activity,molecular_function
GO:0004321,fatty-acyl-CoA synthase activity,molecular_function
GO:0004322,ferroxidase activity,molecular_function
GO:0004325,ferrochelatase activity,molecular_function
GO:0004326,tetrahydrofolylpolyglutamate synthase activity,molecular_function
GO:0004329,formate-tetrahydrofolate ligase activity,molecular_function
GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase activity",molecular_function
GO:0004332,fructose-bisphosphate aldolase activity,molecular_function
GO:0004333,fumarate hydratase activity,molecular_function
GO:0004335,galactokinase activity,molecular_function
GO:0004337,"(2E,6E)-farnesyl diphosphate synthase activity",molecular_function
GO:0004339,"glucan 1,4-alpha-glucosidase activity",molecular_function
GO:0004340,glucokinase activity,molecular_function
GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,molecular_function
GO:0004345,glucose-6-phosphate dehydrogenase activity,molecular_function
GO:0004347,glucose-6-phosphate isomerase activity,molecular_function
GO:0004349,glutamate 5-kinase activity,molecular_function
GO:0004350,glutamate-5-semialdehyde dehydrogenase activity,molecular_function
GO:0004351,glutamate decarboxylase activity,molecular_function
GO:0004352,glutamate dehydrogenase (NAD+) activity,molecular_function
GO:0004356,glutamine synthetase activity,molecular_function
GO:0004357,glutamate-cysteine ligase activity,molecular_function
GO:0004358,"L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor",molecular_function
GO:0004359,glutaminase activity,molecular_function
GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,molecular_function
GO:0004361,glutaryl-CoA dehydrogenase activity,molecular_function
GO:0004362,glutathione-disulfide reductase (NADPH) activity,molecular_function
GO:0004363,glutathione synthase activity,molecular_function
GO:0004364,glutathione transferase activity,molecular_function
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,molecular_function
GO:0004366,glycerol-3-phosphate O-acyltransferase activity,molecular_function
GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,molecular_function
GO:0004370,glycerol kinase activity,molecular_function
GO:0004371,glycerone kinase activity,molecular_function
GO:0004372,glycine hydroxymethyltransferase activity,molecular_function
GO:0004373,"alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity",molecular_function
GO:0004375,glycine dehydrogenase (decarboxylating) activity,molecular_function
GO:0004376,GPI mannosyltransferase activity,molecular_function
GO:0004377,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity",molecular_function
GO:0004378,"GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",molecular_function
GO:0004379,glycylpeptide N-tetradecanoyltransferase activity,molecular_function
GO:0004382,GDP phosphatase activity,molecular_function
GO:0004385,GMP kinase activity,molecular_function
GO:0004386,helicase activity,molecular_function
GO:0004396,hexokinase activity,molecular_function
GO:0004399,histidinol dehydrogenase activity,molecular_function
GO:0004401,histidinol-phosphatase activity,molecular_function
GO:0004402,histone acetyltransferase activity,molecular_function
GO:0004407,histone deacetylase activity,molecular_function
GO:0004408,holocytochrome-c synthase activity,molecular_function
GO:0004409,homoaconitate hydratase activity,molecular_function
GO:0004410,homocitrate synthase activity,molecular_function
GO:0004412,homoserine dehydrogenase activity,molecular_function
GO:0004413,homoserine kinase activity,molecular_function
GO:0004414,homoserine O-acetyltransferase activity,molecular_function
GO:0004416,hydroxyacylglutathione hydrolase activity,molecular_function
GO:0004417,hydroxyethylthiazole kinase activity,molecular_function
GO:0004418,hydroxymethylbilane synthase activity,molecular_function
GO:0004419,hydroxymethylglutaryl-CoA lyase activity,molecular_function
GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity,molecular_function
GO:0004421,hydroxymethylglutaryl-CoA synthase activity,molecular_function
GO:0004422,hypoxanthine phosphoribosyltransferase activity,molecular_function
GO:0004424,imidazoleglycerol-phosphate dehydratase activity,molecular_function
GO:0004425,indole-3-glycerol-phosphate synthase activity,molecular_function
GO:0004427,inorganic diphosphate phosphatase activity,molecular_function
GO:0004430,1-phosphatidylinositol 4-kinase activity,molecular_function
GO:0004435,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity",molecular_function
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,molecular_function
GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",molecular_function
GO:0004449,isocitrate dehydrogenase (NAD+) activity,molecular_function
GO:0004450,isocitrate dehydrogenase (NADP+) activity,molecular_function
GO:0004451,isocitrate lyase activity,molecular_function
GO:0004455,ketol-acid reductoisomerase activity,molecular_function
