gene_id,class,interaction_sig,gene_name,description
Mycgr3G75949,fungicide-specific,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G75953,heat-specific,True,,"Domain found in a variety of signalling proteins, always encircled by uDENN and dDENN"
Mycgr3G75961,ns,False,,"Beta-galactosidase, domain 2"
Mycgr3G75982,fungicide-specific,True,,NAD dependent epimerase dehydratase family protein
Mycgr3G75985,ns,False,,Rhodanese Homology Domain
Mycgr3G75991,ns,False,lsb6,Phosphatidylinositol 3- and 4-kinase
Mycgr3G75993,ns,False,,Ubiquitin carboxyl-terminal hydrolase
Mycgr3G76010,ns,True,ssr2,SWIRM-associated region 1
Mycgr3G76012,ns,False,,SNF2 family N-terminal domain
Mycgr3G76018,ns,False,SRV2,Belongs to the CAP family
Mycgr3G76021,ns,False,,Pregnancy-associated plasma protein-A
Mycgr3G76036,ns,True,MTC6,Maintenance of telomere capping protein 6
Mycgr3G76039,fungicide-specific,True,TUB1,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
Mycgr3G76044,fungicide-specific,False,GYP7,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G76066,ns,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G76068,fungicide-specific,False,,Amino acid permease
Mycgr3G76071,fungicide-specific,False,,Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport
Mycgr3G76076,ns,True,ucp12,RWD domain
Mycgr3G76083,ns,False,GDA1,Belongs to the GDA1 CD39 NTPase family
Mycgr3G76101,ns,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G76111,ns,False,,Belongs to the heat shock protein 70 family
Mycgr3G76112,ns,True,fsf1,mitochondrial transport protein
Mycgr3G76119,ns,False,,Protein of unknown function (DUF1264)
Mycgr3G76122,heat-specific,True,,Protein of unknown function (DUF4449)
Mycgr3G76127,fungicide-specific,False,,
Mycgr3G76129,ns,False,,Polyprenyl synthetase
Mycgr3G76134,ns,False,,Glycolipid transfer protein (GLTP)
Mycgr3G76141,heat-specific,False,,alpha/beta hydrolase fold
Mycgr3G76143,fungicide-specific,False,,Dimerisation domain of Zinc Transporter
Mycgr3G76146,ns,False,,Acetyltransferase (GNAT) family
Mycgr3G76149,shared,False,SEO1,Major Facilitator Superfamily
Mycgr3G76171,ns,False,NEO1,Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
Mycgr3G76200,ns,False,JEN1,Sugar (and other) transporter
Mycgr3G76205,ns,False,GLN4,Belongs to the class-I aminoacyl-tRNA synthetase family
Mycgr3G76215,ns,False,,BFD-like [2Fe-2S] binding domain
Mycgr3G76218,heat-specific,True,BST1,PGAP1-like protein
Mycgr3G76222,ns,False,,Organic solute transporter Ostalpha
Mycgr3G76240,ns,False,,Belongs to the thiolase family
Mycgr3G76249,ns,False,wis1,Protein tyrosine kinase
Mycgr3G76256,shared,False,ats1,FR47-like protein
Mycgr3G76259,shared,False,,
Mycgr3G76260,ns,False,RCE1,CAAX protease self-immunity
Mycgr3G76263,ns,False,SPT4,"The SPT4-SPT5 complex mediates both activation and inhibition of transcription elongation, and plays a role in pre- mRNA processing. This complex seems to be important for the stability of the RNA polymerase II elongation machinery on the chromatin template but not for the inherent ability of this machinery to translocate down the gene"
Mycgr3G76271,ns,False,RFC4,AAA domain
Mycgr3G76276,fungicide-specific,True,NdufA8,"Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone"
Mycgr3G76289,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G76293,fungicide-specific,True,cox5,Cytochrome c oxidase subunit IV
Mycgr3G76295,ns,False,,Aminotransferase class-V
Mycgr3G76299,ns,False,,His Kinase A (phosphoacceptor) domain
Mycgr3G76302,ns,False,,Belongs to the glycosyl hydrolase 31 family
Mycgr3G76305,fungicide-specific,False,spc24,Spc24 subunit of Ndc80
Mycgr3G76332,ns,False,,
Mycgr3G76346,ns,False,,Luciferase-like monooxygenase
Mycgr3G76357,ns,False,SEC7,Domain of unknown function (DUF1981)
Mycgr3G76370,ns,False,ARH1,"NADPH adrenodoxin oxidoreductase, mitochondrial"
Mycgr3G76373,heat-specific,True,RGA2,GTPase-activator protein for Rho-like GTPases
Mycgr3G76386,heat-specific,True,STU1,CLASP N terminal
Mycgr3G76388,shared,False,,Peptidase of plants and bacteria
Mycgr3G76399,fungicide-specific,True,ANB1,Eukaryotic translation initiation factor 5A
Mycgr3G76401,ns,True,VPS52,Vps52 / Sac2 family
Mycgr3G76417,ns,False,CAF17,Aminomethyltransferase folate-binding domain
Mycgr3G76425,fungicide-specific,True,dak1,Dak2
Mycgr3G76430,ns,False,,"Ubiquitin-conjugating enzyme E2, catalytic domain homologues"
Mycgr3G76437,ns,False,,Protein of unknown function (DUF2012)
Mycgr3G76446,fungicide-specific,True,,Major Facilitator Superfamily
Mycgr3G76449,ns,False,,Cytidine and deoxycytidylate deaminase zinc-binding region
Mycgr3G76460,ns,False,PUP2,Proteasome subunit alpha type
Mycgr3G76469,fungicide-specific,True,RPC82,RNA polymerase III subunit RPC82
Mycgr3G76471,ns,False,,Thioesterase-like superfamily
Mycgr3G76477,ns,False,MED6,MED6 mediator sub complex component
Mycgr3G76487,ns,False,,Major Facilitator Superfamily
Mycgr3G76495,ns,False,,Transport protein Avl9
Mycgr3G76502,ns,False,HOG1,Mitogen-activated protein kinase
Mycgr3G76503,ns,False,GPA2,alpha subunit
Mycgr3G76506,fungicide-specific,False,YAT1,Belongs to the carnitine choline acetyltransferase family
Mycgr3G76524,ns,False,CDC53,Belongs to the cullin family
Mycgr3G76530,fungicide-specific,True,FDH1,Catalyzes the NAD( )-dependent oxidation of formate to carbon dioxide. Formate oxidation is the final step in the methanol oxidation pathway in methylotrophic microorganisms. Has a role in the detoxification of exogenous formate in non- methylotrophic organisms
Mycgr3G76532,ns,False,,Sec1-binding region of Mso1
Mycgr3G76537,ns,False,,
Mycgr3G76541,ns,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G76546,ns,False,,Glycosyltransferase family 31 protein
Mycgr3G76553,ns,False,TMS1,Serine incorporator (Serinc)
Mycgr3G76558,ns,False,,Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP
Mycgr3G76564,ns,False,MET8,Sirohaem biosynthesis protein C-terminal
Mycgr3G76570,heat-specific,False,,Sugar (and other) transporter
Mycgr3G76577,ns,False,,
Mycgr3G76579,heat-specific,False,,Belongs to the cytochrome P450 family
Mycgr3G76594,ns,False,,
Mycgr3G76604,ns,False,YVC1,potassium ion channel yvc1
Mycgr3G76608,fungicide-specific,True,,"Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF- 2 complex, it binds methionyl-tRNAi to 40 S subunits in a codon- dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40 S subunits in a GTP-dependent manner. May act by impiging the expression of specific proteins"
Mycgr3G76609,ns,False,tgs1,Conserved hypothetical protein 95
Mycgr3G76618,ns,False,GAR1,"Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1"
Mycgr3G76625,ns,False,UBP2,Belongs to the peptidase C19 family
Mycgr3G76628,ns,False,LDB17,Protein of unknown function (DUF2013)
Mycgr3G76636,ns,False,,CP2 transcription factor
Mycgr3G76646,ns,False,,"Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane"
Mycgr3G76651,ns,False,,zinc finger binding to DNA consensus sequence [AT]GATA[AG]
Mycgr3G76652,ns,False,,FMN-dependent dehydrogenase
Mycgr3G76657,heat-specific,False,,"Ras of Complex, Roc, domain of DAPkinase"
Mycgr3G76665,fungicide-specific,False,,L-lysine 6-monooxygenase (NADPH-requiring)
Mycgr3G76672,ns,False,VPS4,Belongs to the AAA ATPase family
Mycgr3G76675,ns,False,,Serine carboxypeptidase
Mycgr3G76681,shared,False,,Belongs to the cytochrome P450 family
Mycgr3G76687,fungicide-specific,False,RRP6,HRDC domain
Mycgr3G76703,fungicide-specific,False,UNG1,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine
Mycgr3G76712,ns,False,LCB1,Aminotransferase class I and II
Mycgr3G76713,fungicide-specific,False,ARP4,Belongs to the actin family
Mycgr3G76721,ns,False,,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
Mycgr3G76723,fungicide-specific,False,ATG22,Vacuolar effluxer which mediate the efflux of amino acids resulting from autophagic degradation. The release of autophagic amino acids allows the maintenance of protein synthesis and viability during nitrogen starvation
Mycgr3G76728,heat-specific,True,,3-dehydroquinate synthase
Mycgr3G76739,ns,False,,Kelch motif
Mycgr3G76741,ns,False,,"Zinc finger, C3HC4 type (RING finger)"
Mycgr3G76743,ns,False,,F-box domain-containing protein
Mycgr3G76753,heat-specific,False,,Belongs to the MIP aquaporin (TC 1.A.8) family
Mycgr3G76762,shared,False,,DSBA-like thioredoxin domain
Mycgr3G76764,ns,False,,Zinc-binding dehydrogenase
Mycgr3G76772,ns,False,MSN5,Importin-beta N-terminal domain
Mycgr3G76782,ns,False,RPT3,Belongs to the AAA ATPase family
Mycgr3G76789,ns,False,POL2,DUF1744
Mycgr3G76790,ns,False,RPN9,"motif in proteasome subunits, Int-6, Nip-1 and TRIP-15"
Mycgr3G76800,ns,False,,Belongs to the sulfatase family
Mycgr3G76805,ns,False,,Enoyl-CoA hydratase/isomerase
Mycgr3G76808,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G76815,ns,False,,BPG-independent PGAM N-terminus (iPGM_N)
Mycgr3G76843,ns,True,,PB1 domain
Mycgr3G76858,ns,False,,Nonselective cation channel
Mycgr3G76868,fungicide-specific,False,,Putative serine dehydratase domain
Mycgr3G76870,ns,True,SPT10,His(2)-Cys(2) zinc finger
Mycgr3G76890,shared,True,RNA14,Suppressor of forked protein (Suf)
Mycgr3G76893,ns,False,,Aminotransferase class-V
Mycgr3G76905,fungicide-specific,False,gpi1,N-acetylglucosaminyl transferase component (Gpi1)
Mycgr3G76921,fungicide-specific,True,POM152,nucleoporin pom152
Mycgr3G76924,fungicide-specific,True,,Ubiquitin carboxyl-terminal hydrolase
Mycgr3G76944,ns,False,VTS1,Sterile alpha motif.
Mycgr3G76947,ns,False,,SGT1 protein
Mycgr3G76950,ns,False,SRO7,"Lethal giant larvae(Lgl) like, C-terminal"
Mycgr3G76956,ns,False,,Protein of unknown function DUF45
Mycgr3G76974,ns,False,KEL3,Domain of unknown function (DUF4110)
Mycgr3G77007,fungicide-specific,True,nop56,NOSIC (NUC001) domain
Mycgr3G77016,ns,False,,Domain that may be involved in binding ubiquitin-conjugating enzymes (UBCs)
Mycgr3G77021,ns,False,OTU1,OTU-like cysteine protease
Mycgr3G77046,ns,False,,Hemimethylated DNA-binding protein YccV like
Mycgr3G77055,ns,False,,Antigenic cell wall galactomannoprotein
Mycgr3G77057,fungicide-specific,False,,SPX domain
Mycgr3G77064,shared,True,,"Programmed cell death protein 2, C-terminal putative domain"
Mycgr3G77069,ns,False,MAM33,Mitochondrial glycoprotein
Mycgr3G77074,fungicide-specific,False,,cfem domain-containing protein
Mycgr3G77079,ns,False,YMC1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G77082,heat-specific,False,,Major Facilitator Superfamily
Mycgr3G77085,ns,False,TSR3,Ribosome biogenesis protein required for processing 35S pre-rRNA at site D
Mycgr3G77089,heat-specific,True,GGA2,"Domain present in VPS-27, Hrs and STAM"
Mycgr3G77102,ns,False,SEC14,Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)
Mycgr3G77111,ns,True,CCT6,TCP-1/cpn60 chaperonin family
Mycgr3G77113,fungicide-specific,False,,Cupin
Mycgr3G77116,fungicide-specific,False,,ribosomal protein
Mycgr3G77121,ns,False,CWH43,Frag1/DRAM/Sfk1 family
Mycgr3G77127,ns,True,,Glycoside hydrolase family 16 protein
Mycgr3G77140,fungicide-specific,False,,F-box-like
Mycgr3G77145,ns,False,MTM1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G77151,fungicide-specific,False,,NmrA-like family
Mycgr3G77156,ns,False,UPC2,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G77157,ns,False,MVD1,Belongs to the diphosphomevalonate decarboxylase family
Mycgr3G77167,ns,True,,3-oxo-5-alpha-steroid 4-dehydrogenase
Mycgr3G77172,fungicide-specific,True,,Aldo/keto reductase family
Mycgr3G77175,ns,False,hulA,E3 ubiquitin-protein ligase
Mycgr3G77177,fungicide-specific,True,,Pfam:RRM_6
Mycgr3G77196,fungicide-specific,False,,Belongs to the glycosyl hydrolase 28 family
Mycgr3G77200,ns,False,,
Mycgr3G77203,ns,False,,Beta-lactamase
Mycgr3G77210,ns,False,,acyl-CoA thioester hydrolase
Mycgr3G77213,fungicide-specific,True,,Belongs to the AAA ATPase family
Mycgr3G77226,ns,False,,Belongs to the class-I aminoacyl-tRNA synthetase family
Mycgr3G77228,ns,True,UPS2,PRELI-like family
Mycgr3G77247,ns,False,,Plays an essential role in initiation of the G0 program by preventing the degradation of specific nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway
Mycgr3G77248,ns,True,,Ctr copper transporter family
Mycgr3G77251,ns,False,ERP1,emp24/gp25L/p24 family/GOLD
Mycgr3G77261,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G77269,ns,False,ASN1,Aluminium induced protein
Mycgr3G77273,ns,False,,"Sedlin, N-terminal conserved region"
Mycgr3G77280,ns,False,,Cytochrome P450
Mycgr3G77304,fungicide-specific,False,,Dynamin family
Mycgr3G77308,ns,False,BUD5,Guanine nucleotide exchange factor for Ras-like GTPases; N-terminal motif
Mycgr3G77320,ns,False,,Glycosyltransferase family 62 protein
Mycgr3G77324,ns,False,ecm33,GPI-anchored cell wall organization protein
Mycgr3G77325,ns,False,QCR7,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain"
Mycgr3G77337,ns,False,,AMP-binding enzyme C-terminal domain
Mycgr3G77354,fungicide-specific,False,,DJ-1/PfpI family
Mycgr3G77359,ns,True,,K homology RNA-binding domain
Mycgr3G77366,ns,False,ARG3,Belongs to the ATCase OTCase family
Mycgr3G77372,ns,False,,Protein of unknown function (DUF3712)
Mycgr3G77377,ns,False,GUT2,Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family
Mycgr3G77395,ns,False,MAP2,"Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)"
Mycgr3G77396,ns,False,YCK2,Belongs to the protein kinase superfamily
Mycgr3G77404,ns,False,,T-complex protein 11
Mycgr3G77425,ns,False,pnk1,Polynucleotide kinase 3 phosphatase
Mycgr3G77431,ns,False,STS1,Involved in ubiquitin-mediated protein degradation. Regulatory factor in the ubiquitin proteasome pathway that controls the turnover of proteasome substrates. Targets proteasomes to the nucleus and facilitates the degradation of nuclear proteins
Mycgr3G77435,ns,False,POR1,Eukaryotic porin
Mycgr3G77442,ns,False,COA1,Cytochrome oxidase complex assembly protein 1
Mycgr3G77447,ns,False,PHO81,Glycerophosphoryl diester phosphodiesterase family
Mycgr3G77474,ns,False,,Transmembrane amino acid transporter protein
Mycgr3G77482,ns,False,,Protein of unknown function (DUF974)
Mycgr3G77491,ns,False,hus5,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G77495,ns,False,,ABC1 family
Mycgr3G77496,ns,False,,Ribosomal protein L3
Mycgr3G77501,ns,False,PSF2,DNA replication complex GINS protein PSF2
Mycgr3G77508,ns,False,RIM20,BRO1-like domain
Mycgr3G77528,fungicide-specific,False,COQ2,"Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of coenzyme Q (CoQ) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate"
Mycgr3G77532,ns,False,HEM2,Belongs to the ALAD family
Mycgr3G77535,ns,False,,GRIP-related Arf-binding domain
Mycgr3G77545,ns,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G77548,ns,False,,
Mycgr3G77560,ns,False,vps29,Belongs to the VPS29 family
Mycgr3G77587,ns,False,,ATPase family associated with various cellular activities (AAA)
Mycgr3G77604,ns,False,ARD1,FR47-like protein
Mycgr3G77616,ns,False,UFD2,Ubiquitin elongating factor core
Mycgr3G77625,ns,False,,Domain present in ubiquitin-regulatory proteins
Mycgr3G77629,ns,False,GRX5,Belongs to the glutaredoxin family. Monothiol subfamily
Mycgr3G77635,fungicide-specific,True,,AMP-binding enzyme C-terminal domain
Mycgr3G77642,ns,False,,K+ potassium transporter
Mycgr3G77647,fungicide-specific,False,BGL1,Glycoside hydrolase family 3 protein
Mycgr3G77658,ns,False,,KR domain
Mycgr3G77663,ns,False,,Male sterility protein
Mycgr3G77668,ns,False,SNX3,"PhoX homologous domain, present in p47phox and p40phox."
Mycgr3G77672,shared,False,,Alpha beta hydrolase
Mycgr3G77678,shared,True,SSZ1,Belongs to the heat shock protein 70 family
Mycgr3G77684,fungicide-specific,False,,Permease family
Mycgr3G77689,shared,False,,Belongs to the peptidase S10 family
Mycgr3G77694,ns,False,,Ring finger domain
Mycgr3G77698,ns,False,SCO1,SCO1/SenC
Mycgr3G77701,ns,False,RIM2,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G77707,ns,False,,
Mycgr3G77714,ns,False,,Etoposide-induced protein 2.4 (EI24)
Mycgr3G77716,fungicide-specific,True,,Alcohol dehydrogenase GroES-like domain
Mycgr3G77725,ns,False,,Rogdi leucine zipper containing protein
Mycgr3G77753,ns,False,RDS2,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G77760,ns,False,GPI2,Phosphatidylinositol N-acetylglucosaminyltransferase
Mycgr3G77762,ns,False,,Fungal trichothecene efflux pump (TRI12)
Mycgr3G77764,ns,False,,Serine hydrolase (FSH1)
Mycgr3G77793,fungicide-specific,True,GP1,Peroxidase
Mycgr3G77796,fungicide-specific,False,,RING-like zinc finger
Mycgr3G77797,fungicide-specific,False,AQY1,Belongs to the MIP aquaporin (TC 1.A.8) family
Mycgr3G77799,fungicide-specific,True,APE3,Belongs to the peptidase M28 family
Mycgr3G77832,ns,False,,FAD binding domain of DNA photolyase
Mycgr3G77835,ns,False,,Belongs to the peptidase A1 family
Mycgr3G77836,ns,False,RIM9,SUR7/PalI family
Mycgr3G77839,ns,False,apc5,Anaphase-promoting complex subunit 5
Mycgr3G77840,ns,False,,
Mycgr3G77845,ns,False,MRP2,Ribosomal protein S14p/S29e
Mycgr3G77854,fungicide-specific,True,,Carboxylesterase family
Mycgr3G77856,ns,False,,"Glutathione S-transferase, N-terminal domain"
Mycgr3G77869,ns,False,,Transmembrane amino acid transporter protein
Mycgr3G77882,ns,False,KOG1,Raptor N-terminal CASPase like domain
Mycgr3G77886,fungicide-specific,False,SHY1,Probably involved in the biogenesis of the COX complex
Mycgr3G77890,fungicide-specific,False,,Common central domain of tyrosinase
Mycgr3G77894,ns,False,,Glycosyl hydrolase family 92
Mycgr3G77897,ns,False,RPN5,"motif in proteasome subunits, Int-6, Nip-1 and TRIP-15"
Mycgr3G77914,heat-specific,False,,Phosphotransferase enzyme family
Mycgr3G77923,ns,False,,Belongs to the peptidase C19 family
Mycgr3G77930,fungicide-specific,False,,Pyridoxal-phosphate dependent enzyme
Mycgr3G77935,fungicide-specific,False,,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Mycgr3G77946,ns,False,REV3,DNA polymerase type-B family
Mycgr3G77955,ns,False,,DeoC/LacD family aldolase
Mycgr3G77972,ns,True,,FAD-binding domain
Mycgr3G77975,ns,False,CWC25,N-terminal domain of CBF1 interacting co-repressor CIR
Mycgr3G77988,ns,True,,MBA1-like protein
Mycgr3G78014,ns,False,,ABC1 family
Mycgr3G78016,ns,False,,cheY-homologous receiver domain
Mycgr3G78023,ns,False,,Polysaccharide deacetylase
Mycgr3G78024,heat-specific,True,,FAD dependent oxidoreductase
Mycgr3G78038,ns,False,SSU1,Voltage-dependent anion channel
Mycgr3G78052,heat-specific,False,,
Mycgr3G78092,heat-specific,False,,
Mycgr3G78124,fungicide-specific,True,RPS21,Required for the processing of the 20S rRNA-precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Has a physiological role leading to 18S rRNA stability
Mycgr3G78146,ns,False,,
Mycgr3G78154,fungicide-specific,False,,Glycosyltransferase family 34 protein
Mycgr3G78241,heat-specific,False,,
Mycgr3G78344,shared,True,,"Oxidoreductase, short chain dehydrogenase reductase family"
Mycgr3G78381,ns,False,,
Mycgr3G78410,fungicide-specific,True,rps30a,Belongs to the eukaryotic ribosomal protein eS30 family
Mycgr3G78442,shared,False,,Peptidase inhibitor I78 family
Mycgr3G78485,ns,False,,Splicing factor 3B subunit 10 (SF3b10)
Mycgr3G78536,ns,False,,Putative lipopolysaccharide-modifying enzyme.
Mycgr3G78544,ns,False,,
Mycgr3G78562,fungicide-specific,False,,
Mycgr3G78594,ns,False,,Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family
Mycgr3G78633,ns,False,,zinc finger
Mycgr3G78715,fungicide-specific,False,,
Mycgr3G78728,ns,False,PMP3,Proteolipid membrane potential modulator
Mycgr3G78786,ns,False,SAR1,Belongs to the small GTPase superfamily. SAR1 family
Mycgr3G78804,ns,False,,Transcription factor Pcc1
Mycgr3G78806,ns,True,,
Mycgr3G78859,shared,False,,Cysteine-rich TM module stress tolerance
Mycgr3G78893,ns,False,,
Mycgr3G78911,fungicide-specific,False,,
Mycgr3G78914,ns,True,RPC10,"DNA directed RNA polymerase, 7 kDa subunit"
Mycgr3G78925,fungicide-specific,True,LSM2,Binds specifically to the 3'-terminal U-tract of U6 snRNA
Mycgr3G79121,fungicide-specific,True,NOP16,Involved in the biogenesis of the 60S ribosomal subunit
Mycgr3G79161,ns,False,,
Mycgr3G79179,heat-specific,False,,
Mycgr3G79251,fungicide-specific,False,,
Mycgr3G79263,fungicide-specific,False,,
Mycgr3G79286,heat-specific,False,,
Mycgr3G79411,ns,False,,Nadh-ubiquinone oxidoreductase 14 kda subunit
Mycgr3G79452,ns,False,,
Mycgr3G79489,ns,False,,
Mycgr3G79495,ns,False,,
Mycgr3G79543,ns,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G79596,ns,False,,
Mycgr3G79635,ns,False,,Proteasome assembly chaperone 3
Mycgr3G79685,ns,False,EDC3,YjeF-related protein N-terminus
Mycgr3G79738,fungicide-specific,False,,
Mycgr3G79746,fungicide-specific,False,,
Mycgr3G79756,ns,False,,
Mycgr3G79783,fungicide-specific,True,,
Mycgr3G79794,fungicide-specific,False,,Heterokaryon incompatibility protein (HET)
Mycgr3G79857,shared,False,,DUF1907
Mycgr3G79890,ns,True,,Ribosomal protein S7p/S5e
Mycgr3G79974,ns,False,,
Mycgr3G80040,fungicide-specific,False,,Middle domain of eukaryotic initiation factor 4G (eIF4G)
Mycgr3G80044,fungicide-specific,False,CSM3,Replication Fork Protection Component Swi3
Mycgr3G80097,ns,False,,Cytochrome c oxidase subunit VII
Mycgr3G80151,heat-specific,False,,
Mycgr3G80182,ns,False,,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G80209,fungicide-specific,False,,Cupin domain
Mycgr3G80260,fungicide-specific,False,,
Mycgr3G80311,ns,False,,Oligosaccharyltransferase subunit 5
Mycgr3G80321,shared,False,,
Mycgr3G80331,ns,False,,SelR domain
Mycgr3G80332,ns,False,,
Mycgr3G80351,ns,False,DYN2,Dynein light chain type 1
Mycgr3G80402,shared,False,,"Glutathione S-transferase, N-terminal domain"
Mycgr3G80419,ns,False,,
Mycgr3G80452,shared,False,,
Mycgr3G80455,ns,False,,LSM domain
Mycgr3G80478,fungicide-specific,True,RPS11B,Belongs to the universal ribosomal protein uS17 family
Mycgr3G80499,ns,False,,
Mycgr3G80591,ns,False,,Stearyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates
Mycgr3G80611,ns,False,,Rab5-interacting protein (Rab5ip)
Mycgr3G80635,ns,False,,
Mycgr3G80683,ns,False,,
Mycgr3G80752,fungicide-specific,False,,
Mycgr3G80754,ns,False,TTR1,Glutaredoxin
Mycgr3G80798,ns,False,,Transmembrane proteins 14C
Mycgr3G80821,ns,False,,"Chitin synthesis regulation, resistance to Congo red"
Mycgr3G80824,ns,False,,
Mycgr3G80892,fungicide-specific,True,,Sin3 binding region of histone deacetylase complex subunit SAP30
Mycgr3G80919,heat-specific,False,,
Mycgr3G80934,ns,False,ATP3,ATP synthase subunit gamma
Mycgr3G80959,ns,False,,Protein of unknown function (DUF2611)
Mycgr3G80995,fungicide-specific,True,RPS13,Belongs to the universal ribosomal protein uS15 family
Mycgr3G81065,ns,False,,
Mycgr3G81079,ns,False,,
Mycgr3G81098,ns,False,,Pfam:RRM_6
Mycgr3G81123,fungicide-specific,True,RPL28,Belongs to the universal ribosomal protein uL15 family
Mycgr3G81198,ns,False,,Transcriptional regulator
Mycgr3G81208,fungicide-specific,False,,
Mycgr3G81209,ns,False,,Family of unknown function (DUF5310)
Mycgr3G81215,ns,False,,Glycoside hydrolase family 76 protein
Mycgr3G81397,fungicide-specific,True,,
Mycgr3G81448,shared,False,,Belongs to the type-B carboxylesterase lipase family
Mycgr3G81468,ns,False,,snRNP Sm proteins
Mycgr3G81501,fungicide-specific,True,RPS28A,Ribosomal protein S28e
Mycgr3G81609,shared,False,,
Mycgr3G81614,ns,False,,May interact with target proteins during translocation into the lumen of the endoplasmic reticulum. May protect unfolded target proteins against degradation and facilitate correct glycosylation
Mycgr3G81692,ns,True,,
Mycgr3G81713,shared,False,,NAD(P)H-binding
Mycgr3G81715,heat-specific,False,,
Mycgr3G81726,fungicide-specific,False,TOM7,TOM7 family
Mycgr3G81746,ns,False,,
Mycgr3G81942,ns,False,TIM22,Tim17/Tim22/Tim23/Pmp24 family
Mycgr3G81999,ns,False,,Saccharomyces cerevisiae YPR170W-B
Mycgr3G82038,ns,False,,
Mycgr3G82114,heat-specific,False,,KilA-N
Mycgr3G82116,ns,False,TRX1,Belongs to the thioredoxin family
Mycgr3G82144,ns,False,,
Mycgr3G82148,ns,False,,Oligosaccaryltransferase
Mycgr3G82188,ns,False,,
Mycgr3G82218,fungicide-specific,False,,
Mycgr3G82231,ns,True,,G-beta repeat protein
Mycgr3G82293,fungicide-specific,True,,
Mycgr3G82331,fungicide-specific,True,,
Mycgr3G82382,ns,False,BOS1,SNARE required for protein transport between the ER and the Golgi complex
Mycgr3G82439,ns,False,,atp synthase epsilon chain
Mycgr3G82455,ns,False,,
Mycgr3G82481,fungicide-specific,False,,
Mycgr3G82500,ns,False,,
Mycgr3G82501,ns,False,,
Mycgr3G82510,fungicide-specific,True,rpl29,Belongs to the eukaryotic ribosomal protein eL29 family
